RouteID,PaymentPlan,StartHub,Start_Latitude,Start_Longitude,StartDate,StartTime,EndHub,End_Latitude,End_Longitude,EndDate,EndTime,TripType,BikeID,BikeName,Distance_Miles_,Duration,RentalAccessPath,MultipleRental
11807179,Casual,SW Park at SW Wright (Oregon Holocaust Memorial) Community Corral,45.52181825,-122.7044079,7/8/2019,15:30,,45.521542,-122.706764,7/8/2019,15:31,,6245,0233 BIKETOWN,0.02,0:01:03,keypad,FALSE
11807186,Subscriber,,45.5312579,-122.6966478,7/8/2019,15:31,NW 2nd at Everett,45.52536699,-122.6725459,7/8/2019,15:43,,6494,0734 BIKETOWN ,1.58,0:11:48,mobile,FALSE
11807200,Casual,NW Johnson at Jamison Square,45.5286366,-122.6820195,7/8/2019,15:33,NW 22nd at Lovejoy,45.52976024,-122.6966429,7/8/2019,15:41,,7347,1028 LATINX HERITAGE MONTH,0.84,0:08:03,keypad,FALSE
11807206,Casual,SW Park at SW Wright (Oregon Holocaust Memorial) Community Corral,45.52181825,-122.7044079,7/8/2019,15:33,SW Park at SW Wright (Oregon Holocaust Memorial) Community Corral,45.52181825,-122.7044079,7/8/2019,16:05,,7170,0019 BIKETOWN,1.21,0:32:00,keypad,TRUE
11807207,Casual,,45.521542,-122.706764,7/8/2019,15:33,SW Park at SW Wright (Oregon Holocaust Memorial) Community Corral,45.52181825,-122.7044079,7/8/2019,16:05,,6245,0233 BIKETOWN,1.21,0:32:36,keypad,TRUE
11807240,Subscriber,,45.5264728,-122.685306,7/8/2019,15:36,,45.5249339,-122.6913245,7/8/2019,15:44,,6216,0864 BIKETOWN ,0.64,0:08:01,mobile,FALSE
11807241,Subscriber,,45.5140232,-122.6853843,7/8/2019,15:36,,45.5186626,-122.6742051,7/8/2019,15:50,,6779,0218 BIKETOWN,1.07,0:14:26,keypad,FALSE
11807249,Casual,,45.5264711,-122.6359119,7/8/2019,15:37,,45.5228648,-122.6392928,7/8/2019,15:45,,6104,0624 BIKETOWN,0.76,0:08:34,mobile,FALSE
11807255,Casual,NE 14th Pl at Prescott - Community Corral,45.55568352,-122.6506644,7/8/2019,15:38,,45.5303222,-122.6022226,7/8/2019,16:02,,6372,0405 BIKETOWN,3.51,0:24:05,keypad,FALSE
11807288,Casual,,45.5276562,-122.6985433,7/8/2019,15:40,,45.5317769,-122.7072117,7/8/2019,15:45,,6060,0447 BIKETOWN,0.69,0:04:51,mobile,FALSE
11807297,Subscriber,,45.5204119,-122.6778923,7/8/2019,15:41,NW Johnson at Jamison Square,45.5286366,-122.6820195,7/8/2019,15:47,,6888,0257 BIKETOWN,0.74,0:05:39,keypad,FALSE
11807299,Casual,,45.467894,-122.6530064,7/8/2019,15:41,,45.4954057,-122.6532515,7/8/2019,16:08,,7120,0314 BIKETOWN,2.98,0:26:34,mobile,FALSE
11807317,Subscriber,,45.559107,-122.6526729,7/8/2019,15:43,,45.559107,-122.6526729,7/8/2019,16:56,,7234,0712 BIKETOWN,1.88,1:12:44,keypad,FALSE
11807320,Subscriber,Tilikum West at SW Moody,45.5027677,-122.6714408,7/8/2019,15:43,SE 29th and Gladstone - Community Corral,45.493341,-122.635762,7/8/2019,16:06,,6189,0139 BIKETOWN,2.69,0:23:00,keypad,FALSE
11807325,Casual,NE 28th at Couch - Community Corral,45.52373453,-122.6372065,7/8/2019,15:44,,45.5252069,-122.6765159,7/8/2019,16:01,,6352,0119 BIKETOWN,2.03,0:17:29,keypad,FALSE
11807328,Casual,NW Couch at 11th,45.52374151,-122.6818129,7/8/2019,15:45,NE MLK at Knott,45.54179953,-122.6614845,7/8/2019,16:15,,6894,0252 BIKETOWN,2.41,0:30:09,keypad,FALSE
11807329,Subscriber,,45.5154692,-122.6794042,7/8/2019,15:45,,45.528537,-122.6894421,7/8/2019,16:00,,6868,0570 BIKETOWN,1.65,0:15:07,mobile,FALSE
11807335,Casual,NW Couch at 11th,45.52374151,-122.6818129,7/8/2019,15:45,NE MLK at Knott,45.54179953,-122.6614845,7/8/2019,16:14,,6444,0480 BIKETOWN,2.4,0:29:30,keypad,FALSE
11807334,Casual,NW 13th at Marshall,45.53080401,-122.6844227,7/8/2019,15:45,SE Ladd at Hawthorne,45.5120818,-122.6533493,7/8/2019,16:04,,7267,0011 BIKETOWN,2.76,0:19:09,keypad,FALSE
11807342,Subscriber,SW 2nd at Pine,45.52142066,-122.6726291,7/8/2019,15:45,NW Johnson at Jamison Square,45.5286366,-122.6820195,7/8/2019,15:55,,6643,0652 BIKETOWN,0.96,0:09:47,keypad,FALSE
11807344,Casual,NE 28th at Couch - Community Corral,45.52373453,-122.6372065,7/8/2019,15:45,,45.5252069,-122.6765159,7/8/2019,16:01,,7195,0887 BIKETOWN,2.04,0:15:50,keypad,FALSE
11807351,Casual,NW Station at Irving,45.5282777,-122.6766282,7/8/2019,15:46,,45.5201302,-122.6711389,7/8/2019,15:58,,7500,0469 BIKETOWN,0.82,0:11:31,keypad,TRUE
11807355,Subscriber,NW 20th at Burnside,45.52331306,-122.6932633,7/8/2019,15:46,,45.5066398,-122.6842977,7/8/2019,23:33,,7299,0986 XC BLACK HISTORY MONTH,2.47,7:47:03,keypad,FALSE
11807362,Subscriber,,45.5221695,-122.6901439,7/8/2019,15:47,NW 21st at Johnson,45.52826831,-122.6945615,7/8/2019,15:53,,7501,0592 BIKETOWN,0.61,0:06:08,mobile,FALSE
11807359,Casual,,45.525043,-122.6852545,7/8/2019,15:47,,45.5252992,-122.6714625,7/8/2019,15:53,,6359,0051 BIKETOWN,0.75,0:05:43,keypad_rfid_card,FALSE
11807367,Casual,NW Station at Irving,45.5282777,-122.6766282,7/8/2019,15:47,,45.5201302,-122.6711389,7/8/2019,15:57,,6543,0344 BIKETOWN,0.81,0:09:55,keypad,TRUE
11807383,Casual,,45.5335083,-122.6906418,7/8/2019,15:50,,45.5305076,-122.6986497,7/8/2019,15:57,,7233,0041 BIKETOWN,0.51,0:06:41,keypad,FALSE
11807389,Casual,Tilikum West at SW Moody,45.5027677,-122.6714408,7/8/2019,15:51,,45.5088042,-122.6655893,7/8/2019,16:34,,7374,"0935 LCK DESIGN BIKE, WATERFRONT WANDERER SW",1.26,0:42:59,keypad,TRUE
11807402,Casual,SW 10th at Harvey Milk ,45.52175423,-122.6810794,7/8/2019,15:52,,45.5215967,-122.6737711,7/8/2019,15:57,,6421,0118 BIKETOWN,0.58,0:05:21,keypad,FALSE
11807401,Subscriber,,45.5230674,-122.6764857,7/8/2019,15:52,NW Johnson at Jamison Square,45.5286366,-122.6820195,7/8/2019,15:59,,7244,0243 BIKETOWN,0.64,0:06:38,keypad,FALSE
11807404,Casual,SW Naito at Morrison,45.51782551,-122.6724963,7/8/2019,15:52,SE Gideon at 12th Ave MAX station,45.50280906,-122.6535398,7/8/2019,16:07,,6801,0512 BIKETOWN,1.93,0:15:06,keypad,FALSE
11807418,Subscriber,,45.5204119,-122.6778923,7/8/2019,15:53,,45.5124107,-122.6765074,7/8/2019,16:01,,6453,0489 BIKETOWN,0.83,0:08:32,mobile,FALSE
11807427,Casual,Tilikum West at SW Moody,45.5027677,-122.6714408,7/8/2019,15:54,,45.5088042,-122.6655893,7/8/2019,16:34,,6302,0395 BIKETOWN,1.25,0:40:12,keypad,TRUE
11807431,Casual,NW 19th at Johnson,45.52862062,-122.6905073,7/8/2019,15:54,SW Morrison at 18th,45.52196048,-122.6896772,7/8/2019,16:02,,6600,0923 BIKETOWN,0.48,0:08:19,keypad,FALSE
11807428,Subscriber,NW 19th at Johnson,45.52862062,-122.6905073,7/8/2019,15:54,,45.5300616,-122.6844243,7/8/2019,15:58,,7252,0845 XM BIKETOWN,0.38,0:04:27,mobile,FALSE
11807430,Casual,NW 19th at Johnson,45.52862062,-122.6905073,7/8/2019,15:54,SW Morrison at 18th,45.52196048,-122.6896772,7/8/2019,16:02,,7102,0242 BIKETOWN,0.5,0:07:44,keypad,FALSE
11807433,Casual,,45.5300616,-122.6844243,7/8/2019,15:54,NW 22nd at Lovejoy,45.52976024,-122.6966429,7/8/2019,16:00,,7191,0813 LCK BIKETOWN,0.7,0:06:04,mobile,FALSE
11807447,Subscriber,,45.504829,-122.645975,7/8/2019,15:55,,45.5082028,-122.6473041,7/8/2019,16:02,,7344,1027 LST AIR SAFARI ,0.43,0:07:22,mobile,FALSE
11807452,Casual,SW Morrison at Pioneer Courthouse Sq.,45.51928859,-122.6792488,7/8/2019,15:56,SW River at Montgomery,45.50910258,-122.6735169,7/8/2019,16:06,,19235,0091 BIKETOWN,1.11,0:10:16,keypad,FALSE
11807459,Casual,SE 34th at Hawthorne,45.511907,-122.6294804,7/8/2019,15:56,,45.52288,-122.6372759,7/8/2019,16:12,,6559,0394 BIKETOWN,1.2,0:15:19,keypad,FALSE
11807468,Casual,,45.5354975,-122.6988359,7/8/2019,15:57,,45.5300761,-122.6834133,7/8/2019,16:04,,6440,0491 BIKETOWN,1.08,0:07:36,keypad,FALSE
11807469,Casual,SW Naito at Ankeny Plaza,45.52269573,-122.6703492,7/8/2019,15:57,SE 14th at Stark,45.51844688,-122.651685,7/8/2019,16:23,,6201,0858 BIKETOWN,2.49,0:25:27,keypad,FALSE
11807470,Casual,SW Naito at Ankeny Plaza,45.52269573,-122.6703492,7/8/2019,15:57,SE 14th at Stark,45.51844688,-122.651685,7/8/2019,16:23,,7384,"0957 DESIGN BIKE, EXPLORIN' SE",2.59,0:25:18,keypad,FALSE
11807475,Casual,,45.5120656,-122.6295928,7/8/2019,15:57,NE Glisan at 24th,45.52649493,-122.6416328,7/8/2019,16:38,,6545,0633 BIKETOWN,1.31,0:41:02,keypad,FALSE
11807473,Subscriber,,45.5200155,-122.6821151,7/8/2019,15:57,,45.5086401,-122.685457,7/8/2019,16:18,,6043,0639 BIKETOWN,0.96,0:20:59,keypad,FALSE
11807477,Subscriber,,45.531477,-122.6844821,7/8/2019,15:58,,45.5301243,-122.6813778,7/8/2019,16:02,,6873,0134 BIKETOWN,0.46,0:03:49,mobile,FALSE
11807481,Casual,NW Johnson at Jamison Square,45.5286366,-122.6820195,7/8/2019,15:59,,45.5590495,-122.6368849,7/8/2019,16:25,,6643,0652 BIKETOWN,4.07,0:26:18,keypad,FALSE
11807494,Casual,SE Alder at 6th,45.5178988,-122.6600522,7/8/2019,16:00,SE 14th at Stark,45.51844688,-122.651685,7/8/2019,16:04,,6834,0191 BIKETOWN,0.44,0:04:15,mobile,FALSE
11807524,Casual,,45.5114476,-122.675858,7/8/2019,16:00,,45.5300596,-122.6606764,7/8/2019,20:05,,7329,,1.81,4:05:40,mobile,FALSE
11807515,Subscriber,NW 10th at Everett,45.52500056,-122.6811048,7/8/2019,16:02,,45.5418408,-122.6055935,7/8/2019,16:32,,6463,0731 BIKETOWN,5,0:29:34,keypad_rfid_card,FALSE
11807520,Casual,,45.5122977,-122.6673146,7/8/2019,16:03,SW Salmon at Waterfront Park,45.51556831,-122.6738924,7/8/2019,16:09,,6841,0075 BIKETOWN,0.72,0:06:34,mobile,FALSE
11807523,Casual,N Morris at Williams,45.54471503,-122.6667845,7/8/2019,16:03,,45.5410345,-122.6687204,7/8/2019,16:08,,6230,0605 BIKETOWN,0.41,0:04:46,keypad,FALSE
11807528,Subscriber,SE 40th at Hawthorne,45.51186486,-122.6210475,7/8/2019,16:03,SE 29th at Hawthorne,45.51202353,-122.6363119,7/8/2019,16:49,,24826,0404 BIKETOWN,0.79,0:45:24,keypad_rfid_card,FALSE
11807534,Casual,,45.5229308,-122.6586924,7/8/2019,16:04,,45.5236962,-122.6811554,7/8/2019,16:48,,6210,0821 BIKETOWN ,4.71,0:43:52,keypad,TRUE
11807537,Casual,SE Water at Taylor,45.51515295,-122.665776,7/8/2019,16:04,NW Couch at 11th,45.52374151,-122.6818129,7/8/2019,16:21,,6823,0714 BIKETOWN,2.09,0:17:07,keypad_rfid_card,TRUE
11807538,Casual,,45.5379364,-122.661642,7/8/2019,16:04,NE Fremont at 15th - Community Corral,45.54828551,-122.6508106,7/8/2019,16:14,,6193,0153 BIKETOWN,1.21,0:10:03,keypad,FALSE
11807547,Casual,,45.5215967,-122.6737711,7/8/2019,16:05,SE Clinton at 26th,45.50356665,-122.6395279,7/8/2019,16:27,,6421,0118 BIKETOWN,2.82,0:21:50,keypad,FALSE
11807548,Subscriber,,45.5222093,-122.6546327,7/8/2019,16:05,NW 4th at Couch,45.52378902,-122.6747386,7/8/2019,16:15,,6071,0519 BIKETOWN,1.07,0:09:18,keypad,FALSE
11807554,Subscriber,,45.5300954,-122.6823954,7/8/2019,16:06,NW 13th at Marshall,45.53080401,-122.6844227,7/8/2019,16:09,,6873,0134 BIKETOWN,1.24,0:02:36,mobile,FALSE
11807557,Subscriber,,45.5126649,-122.677454,7/8/2019,16:07,,45.5204119,-122.6778923,7/8/2019,16:13,,6519,0195 BIKETOWN,0.8,0:06:04,mobile,FALSE
11807561,Casual,,45.519382,-122.6637877,7/8/2019,16:07,,45.5143804,-122.6607774,7/8/2019,17:01,,7240,0007 BIKETOWN,1.3,0:53:54,keypad,TRUE
11807558,Casual,,45.519382,-122.6637877,7/8/2019,16:07,,45.5086689,-122.6587476,7/8/2019,17:10,,7257,0792 BIKETOWN,1.77,1:02:48,keypad,TRUE
11807562,Subscriber,SW 4th at College,45.50936198,-122.6812121,7/8/2019,16:07,,45.5105362,-122.6808937,7/8/2019,16:11,,6113,0227 BIKETOWN,0.12,0:03:36,mobile,FALSE
11807563,Casual,,45.5108081,-122.6587334,7/8/2019,16:07,NW 18th at Northrup,45.53142501,-122.6895659,7/8/2019,16:30,,6609,0085 BIKETOWN,3.17,0:23:01,keypad,FALSE
11807571,Casual,,45.5421151,-122.6586063,7/8/2019,16:08,NE Fremont at 15th - Community Corral,45.54828551,-122.6508106,7/8/2019,16:15,,6896,0920 RFS BIKETOWN ,0.83,0:06:59,keypad,FALSE
11807576,Subscriber,SW 4th at College,45.50936198,-122.6812121,7/8/2019,16:08,,45.5164147,-122.6800628,7/8/2019,16:13,,6298,0459 BIKETOWN,0.61,0:05:12,keypad_rfid_card,FALSE
11807604,Casual,NW Couch at 11th,45.52374151,-122.6818129,7/8/2019,16:11,,45.5252624,-122.6734734,7/8/2019,16:21,,7349,"1009 AT RECONNW -- DESIGN BIKE, NE CYCLING LIFE",0.55,0:10:26,keypad,TRUE
11807614,Subscriber,N Michigan at Killingsworth - Community Corral,45.56251948,-122.6770306,7/8/2019,16:12,N Michigan at Killingsworth - Community Corral,45.56251948,-122.6770306,7/8/2019,17:25,,7496,0270 XC BIKETOWN,11.81,1:13:16,keypad,FALSE
11807625,Casual,SW Morrison at 18th,45.52196048,-122.6896772,7/8/2019,16:13,NW Johnson at Jamison Square,45.5286366,-122.6820195,7/8/2019,16:22,,6325,0383 BIKETOWN,0.82,0:09:36,keypad,FALSE
11807628,Casual,,45.5298322,-122.6965946,7/8/2019,16:13,,45.5300414,-122.6854175,7/8/2019,16:18,,7191,0813 LCK BIKETOWN,0.62,0:04:38,keypad,FALSE
11807629,Casual,,45.5222093,-122.6546327,7/8/2019,16:13,,45.5236962,-122.6811554,7/8/2019,16:47,,6571,0272 BIKETOWN,4.52,0:33:50,keypad,TRUE
11807631,Casual,NW Couch at 11th,45.52374151,-122.6818129,7/8/2019,16:13,,45.5259752,-122.6734997,7/8/2019,16:21,,7138,0245 BIKETOWN,0.53,0:07:57,keypad,TRUE
11807632,Casual,SE 2nd Pl at Tilikum Way,45.50624163,-122.6633379,7/8/2019,16:13,,45.5033994,-122.6446348,7/8/2019,16:24,,6547,0788 xc BIKETOWN,1,0:10:36,keypad,FALSE
11807634,Casual,,45.5252992,-122.6714625,7/8/2019,16:14,,45.5124884,-122.6680453,7/8/2019,16:32,,6359,0051 BIKETOWN,1.59,0:18:02,keypad_rfid_card,FALSE
11807639,Casual,NW 23rd at Overton,45.53211645,-122.6986304,7/8/2019,16:14,NW 13th at Marshall,45.53080401,-122.6844227,7/8/2019,16:21,,6057,0212 BIKETOWN,0.78,0:07:22,keypad_rfid_card,FALSE
11807640,Casual,,45.5450023,-122.6719813,7/8/2019,16:14,NW 18th at Flanders,45.52556242,-122.6892561,7/8/2019,16:40,,6288,0179 BIKETOWN,3.09,0:25:43,keypad,FALSE
11807641,Casual,SE Water at Taylor,45.51515295,-122.665776,7/8/2019,16:14,NW Front at 17th,45.53715171,-122.6881027,7/8/2019,16:28,,6829,0698 BIKETOWN,2.45,0:14:14,mobile,FALSE
11807648,Casual,,45.5229375,-122.6607213,7/8/2019,16:15,NW Couch at 11th,45.52374151,-122.6818129,7/8/2019,16:23,,7315,0966 WOMEN’S HISTORY MONTH,1.15,0:08:38,mobile,FALSE
11807657,Subscriber,NW Couch at 11th,45.52374151,-122.6818129,7/8/2019,16:16,,45.5245495,-122.6734472,7/8/2019,16:20,,6434,0232 BIKETOWN,0.5,0:04:26,keypad_rfid_card,FALSE
11807675,Casual,SW Salmon at Waterfront Park,45.51556831,-122.6738924,7/8/2019,16:18,SW Salmon at Waterfront Park,45.51556831,-122.6738924,7/8/2019,17:17,,6282,0885 BIKETOWN,4.3,0:58:36,keypad,TRUE
11807687,Casual,SW Salmon at Waterfront Park,45.51556831,-122.6738924,7/8/2019,16:19,SW Salmon at Waterfront Park,45.51556831,-122.6738924,7/8/2019,17:17,,24819,0199 BIKETOWN,4.27,0:57:51,keypad,TRUE
11807708,Subscriber,,45.5249339,-122.6913245,7/8/2019,16:19,NW 23rd at Overton,45.53211645,-122.6986304,7/8/2019,16:28,,6216,0864 BIKETOWN ,0.84,0:08:56,mobile,FALSE
11807695,Subscriber,,45.5221695,-122.6901439,7/8/2019,16:20,NW 18th at Flanders,45.52556242,-122.6892561,7/8/2019,16:25,,7274,0769 xc BIKETOWN,0.32,0:04:53,keypad,FALSE
11807702,Casual,NW 2nd at Everett,45.52536699,-122.6725459,7/8/2019,16:20,,45.5300414,-122.6854175,7/8/2019,16:28,,6378,0708 BIKETOWN,0.87,0:07:54,keypad,FALSE
11807706,Subscriber,,45.531477,-122.6844821,7/8/2019,16:20,,45.5360712,-122.6852715,7/8/2019,16:23,,6873,0134 BIKETOWN,0.3,0:03:03,keypad_rfid_card,FALSE
11807705,Casual,SW Moody at Thomas,45.49429475,-122.6719048,7/8/2019,16:20,SW Moody at Thomas,45.49429475,-122.6719048,7/8/2019,16:56,,6368,0144 XC BIKETOWN,3.97,0:35:20,keypad,TRUE
11807715,Casual,SW Salmon at Waterfront Park,45.51556831,-122.6738924,7/8/2019,16:21,SW Salmon at Waterfront Park,45.51556831,-122.6738924,7/8/2019,17:17,,6646,0644 BIKETOWN,4.35,0:55:57,keypad,TRUE
11807711,Casual,SW Salmon at Waterfront Park,45.51556831,-122.6738924,7/8/2019,16:21,SW Salmon at Waterfront Park,45.51556831,-122.6738924,7/8/2019,17:17,,19236,0880 xc BIKETOWN,4.33,0:55:54,keypad,TRUE
11807716,Casual,,45.5164487,-122.6347976,7/8/2019,16:21,SE 29th at Belmont,45.51623176,-122.6360679,7/8/2019,16:24,,7205,0458 BIKETOWN,0.08,0:02:52,keypad,FALSE
11807719,Subscriber,NW 4th at Couch,45.52378902,-122.6747386,7/8/2019,16:21,NW 4th at Couch,45.52378902,-122.6747386,7/8/2019,16:41,,6071,0519 BIKETOWN,2.06,0:19:43,keypad,FALSE
11807720,Subscriber,,45.5093654,-122.6850602,7/8/2019,16:22,,45.5229722,-122.6821342,7/8/2019,16:31,,5987,0487 BIKETOWN,1.12,0:09:13,keypad,FALSE
11807723,Casual,NE Alberta at 10th - Community Corral,45.55913676,-122.6554307,7/8/2019,16:22,N Killingsworth at Albina,45.56282546,-122.6747467,7/8/2019,16:32,,7131,0255 BIKETOWN,1.22,0:09:27,mobile,FALSE
11807725,Casual,SW River at Montgomery,45.50910258,-122.6735169,7/8/2019,16:22,NE MLK at Knott,45.54179953,-122.6614845,7/8/2019,17:05,,7164,0161 BIKETOWN,3.26,0:42:43,keypad,FALSE
11807727,Casual,SW River at Montgomery,45.50910258,-122.6735169,7/8/2019,16:22,NE MLK at Knott,45.54179953,-122.6614845,7/8/2019,17:05,,6826,0377 BIKETOWN,3.34,0:42:11,keypad,FALSE
11807730,Casual,SE 30th at Division,45.50468892,-122.6345551,7/8/2019,16:23,,45.504829,-122.645975,7/8/2019,16:27,,28106,0319 BIKETOWN,0.65,0:04:15,keypad,FALSE
11807737,Casual,,45.5122384,-122.6788391,7/8/2019,16:24,NW Naito at Ironside,45.52871176,-122.674166,7/8/2019,16:37,,6866,0690 BIKETOWN,1.57,0:13:34,mobile,FALSE
11807738,Subscriber,,45.5245495,-122.6734472,7/8/2019,16:24,SW Yamhill at Director Park,45.51898132,-122.6812685,7/8/2019,16:30,,6434,0232 BIKETOWN,0.71,0:06:40,keypad_rfid_card,FALSE
11807742,Casual,,45.5627349,-122.6531112,7/8/2019,16:24,NW 11th at The Fields,45.53232501,-122.6824299,7/8/2019,16:47,,6468,0478 BIKETOWN,3.86,0:22:41,keypad,FALSE
11807756,Casual,NE 28th at Couch - Community Corral,45.52373453,-122.6372065,7/8/2019,16:25,NE Glisan at 24th,45.52649493,-122.6416328,7/8/2019,16:51,,6634,0583 BIKETOWN ,1.97,0:26:09,keypad,FALSE
11807759,Casual,SW Moody at Thomas,45.49429475,-122.6719048,7/8/2019,16:25,SW Moody at Thomas,45.49429475,-122.6719048,7/8/2019,16:56,,6628,0115 BIKETOWN,3.98,0:30:51,keypad,TRUE
11807772,Casual,,45.5314628,-122.685491,7/8/2019,16:25,NW 13th at Marshall,45.53080401,-122.6844227,7/8/2019,16:27,,6504,0835 BIKETOWN ,0.12,0:01:40,keypad,FALSE
11807761,Casual,SW 5th at Main,45.51609691,-122.6790771,7/8/2019,16:26,NE Multnomah at Grand,45.53146071,-122.659741,7/8/2019,16:39,,6298,0459 BIKETOWN,2,0:13:02,keypad,FALSE
11807769,Subscriber,NW 22nd at Lovejoy,45.52976024,-122.6966429,7/8/2019,16:26,NW Flanders at 14th,45.52579919,-122.6855063,7/8/2019,16:37,,7347,1028 LATINX HERITAGE MONTH,0.91,0:11:11,keypad,TRUE
11807770,Casual,NW 22nd at Lovejoy,45.52976024,-122.6966429,7/8/2019,16:26,NW Flanders at 14th,45.52579919,-122.6855063,7/8/2019,16:37,,5994,0766 BIKETOWN,0.91,0:10:36,keypad,FALSE
11807775,Casual,NE 28th at Couch - Community Corral,45.52373453,-122.6372065,7/8/2019,16:26,NE Glisan at 24th,45.52649493,-122.6416328,7/8/2019,16:54,,6459,0406 BIKETOWN,1.96,0:27:30,mobile,FALSE
11807774,Casual,,45.5201302,-122.6711389,7/8/2019,16:26,SW Naito at Ankeny Plaza,45.52269573,-122.6703492,7/8/2019,16:44,,7500,0469 BIKETOWN,0.96,0:17:28,keypad,TRUE
11807780,Casual,NE Couch at MLK,45.52358836,-122.6619177,7/8/2019,16:27,NW 20th at Burnside,45.52331306,-122.6932633,7/8/2019,17:39,,6537,0860 BIKETOWN,2.13,1:12:04,keypad,FALSE
11807777,Subscriber,NW 22nd at Lovejoy,45.52976024,-122.6966429,7/8/2019,16:27,NW Flanders at 14th,45.52579919,-122.6855063,7/8/2019,16:37,,6624,0413 BIKETOWN,0.9,0:09:49,keypad,TRUE
11807779,Casual,NE 28th at Couch - Community Corral,45.52373453,-122.6372065,7/8/2019,16:27,NE Glisan at 24th,45.52649493,-122.6416328,7/8/2019,16:52,,6588,0338 BIKETOWN,1.97,0:24:41,keypad,FALSE
11807786,Casual,,45.5164465,-122.6391431,7/8/2019,16:28,SE 29th at Belmont,45.51623176,-122.6360679,7/8/2019,16:33,,6879,0747 BIKETOWN,0.22,0:05:35,keypad,FALSE
11807791,Subscriber,NW 22nd at Lovejoy,45.52976024,-122.6966429,7/8/2019,16:29,NW Flanders at 14th,45.52579919,-122.6855063,7/8/2019,16:37,,6338,0046 XM BIKETOWN ,0.9,0:08:31,keypad,TRUE
11807801,Casual,,45.5201302,-122.6711389,7/8/2019,16:30,SW Naito at Ankeny Plaza,45.52269573,-122.6703492,7/8/2019,16:44,,6543,0344 BIKETOWN,0.9,0:14:20,keypad,TRUE
11807811,Casual,SW Moody at Thomas,45.49429475,-122.6719048,7/8/2019,16:31,,45.5124884,-122.6680453,7/8/2019,16:43,,6882,0132 BIKETOWN,1.7,0:12:02,keypad,FALSE
11807815,Casual,NE 11th at Holladay Park,45.53027884,-122.654669,7/8/2019,16:31,SE 40th at Hawthorne,45.51186486,-122.6210475,7/8/2019,16:55,,6068,0099 BIKETOWN ,3.29,0:23:51,keypad,FALSE
11807818,Subscriber,SW 3rd at Morrison,45.51803882,-122.6755822,7/8/2019,16:31,,45.5080751,-122.6257364,7/8/2019,16:52,,7498,0181 BIKETOWN ,2.96,0:20:56,keypad,FALSE
11807834,Subscriber,,45.5241667,-122.6943539,7/8/2019,16:32,NW 20th at Burnside,45.52331306,-122.6932633,7/8/2019,16:34,,6618,0663 BIKETOWN,0.13,0:02:15,keypad,FALSE
11807829,Casual,,45.5300616,-122.6844243,7/8/2019,16:32,SW Salmon at Waterfront Park,45.51556831,-122.6738924,7/8/2019,16:45,,6378,0708 BIKETOWN,1.97,0:13:05,keypad,FALSE
11807836,Casual,,45.52288,-122.6372759,7/8/2019,16:33,NE Glisan at 24th,45.52649493,-122.6416328,7/8/2019,16:38,,6559,0394 BIKETOWN,0.47,0:04:43,keypad,FALSE
11807838,Casual,N Mason at Williams,45.55335313,-122.6669146,7/8/2019,16:33,,45.534357,-122.6586002,7/8/2019,16:45,,6408,0223 BIKETOWN,1.69,0:11:55,keypad,FALSE
11807869,Casual,NW 21st at Johnson,45.52826831,-122.6945615,7/8/2019,16:36,,45.521542,-122.706764,7/8/2019,16:55,,7501,0592 BIKETOWN,1.25,0:19:10,mobile,FALSE
11807865,Casual,,45.5314628,-122.685491,7/8/2019,16:36,NW Naito at Ironside,45.52871176,-122.674166,7/8/2019,16:57,,7191,0813 LCK BIKETOWN,2.93,0:20:49,keypad,FALSE
11807885,Casual,NE Multnomah at 9th,45.53140997,-122.6574612,7/8/2019,16:38,,45.5150867,-122.6587051,7/8/2019,16:48,,7188,0024 BIKETOWN,1.48,0:10:41,mobile,FALSE
11807899,Casual,NE Alberta at 10th - Community Corral,45.55913676,-122.6554307,7/8/2019,16:38,N Mississippi at Beech,45.54998583,-122.6756573,7/8/2019,17:45,,6611,0289 BIKETOWN,4.61,1:06:40,mobile,FALSE
11807901,Subscriber,,45.5230674,-122.6764857,7/8/2019,16:39,,45.523048,-122.6774256,7/8/2019,17:34,,7409,0209 BIKETOWN,1.21,0:55:47,keypad_rfid_card,FALSE
11807908,Casual,SW Moody at Aerial Tram Terminal,45.49913657,-122.6716433,7/8/2019,16:39,SE Gideon at 12th Ave MAX station,45.50280906,-122.6535398,7/8/2019,16:52,,6041,0369 BIKETOWN,1.34,0:12:34,keypad,FALSE
11807919,Subscriber,SW Yamhill at Director Park,45.51898132,-122.6812685,7/8/2019,16:40,,45.522783,-122.6811195,7/8/2019,16:43,,6434,0232 BIKETOWN,0.27,0:02:37,keypad_rfid_card,FALSE
11807921,Subscriber,,45.5202885,-122.6831361,7/8/2019,16:41,,45.516663,-122.6752883,7/8/2019,16:45,,6206,0379 BIKETOWN ,0.56,0:04:35,keypad,FALSE
11807925,Casual,SW Naito at Ankeny Plaza,45.52269573,-122.6703492,7/8/2019,16:41,Tilikum West at SW Moody,45.5027677,-122.6714408,7/8/2019,16:50,,7182,0327 BIKETOWN,1.7,0:09:27,keypad,FALSE
11807932,Casual,NW Naito at Ironside,45.52871176,-122.674166,7/8/2019,16:42,,45.5343629,-122.6682769,7/8/2019,17:02,,6423,0527 PRT BIKETOWN,1.28,0:20:18,keypad,TRUE
