COMMON NAME,SCIENTIFIC NAME,GENUS,FAMILY,About,Image,y,x,SPECIES
Deodar Cedar,Cedrus deodara,Cedrus,Pinaceae,"This is the most refined, graceful and soft-textured cedar. Lower branches sweep to the ground, while upper branches are evenly spaced. The needles grow in typical cedar clusters but are a soft, light green color. The fastest growing of the cedars, its drooping tip makes it recognizable on the skyline. Deodars are native to the Himalayas. They are frequently planted in Portland, and some of the most beautiful varieties can be found on the Reed campus and the Eastmoreland Golf Course.",http://blogs.reed.edu/trees/files/2013/08/CEDE1_lg1.jpg,45.48378372,-122.6359311,Cedrus deodara
Deodar Cedar,Cedrus deodara,Cedrus,Pinaceae,"This is the most refined, graceful and soft-textured cedar. Lower branches sweep to the ground, while upper branches are evenly spaced. The needles grow in typical cedar clusters but are a soft, light green color. The fastest growing of the cedars, its drooping tip makes it recognizable on the skyline. Deodars are native to the Himalayas. They are frequently planted in Portland, and some of the most beautiful varieties can be found on the Reed campus and the Eastmoreland Golf Course.",http://blogs.reed.edu/trees/files/2013/08/CEDE1_lg1.jpg,45.47985937,-122.6336914,Cedrus deodara
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.48173059,-122.6353531,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.48164972,-122.6352417,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.48118239,-122.6311433,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.48115983,-122.6307423,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.48173905,-122.6354738,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.4813272,-122.6355301,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.48139114,-122.6354684,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.48178983,-122.635294,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.47936757,-122.632239,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.47946725,-122.632117,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.48165066,-122.6333273,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.48144568,-122.6354349,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.48161023,-122.6354067,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.48291347,-122.636839,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.48154159,-122.6354818,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.48153501,-122.6354013,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.48191019,-122.6324978,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.48176068,-122.6352645,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.48167981,-122.6350915,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.4839882,-122.6367089,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.48116171,-122.6299632,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.4839064,-122.6367237,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.48266054,-122.6315416,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.48124069,-122.6354912,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.4831382,-122.6315953,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.48373339,-122.6310562,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.48368732,-122.6311259,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.48173153,-122.6354322,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.48167793,-122.6354094,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.48179829,-122.6355784,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.4836939,-122.6312721,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.48382647,-122.6366687,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.48129147,-122.6299605,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.48105827,-122.6355328,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.48230135,-122.6325381,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.4813084,-122.6354469,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.48311469,-122.6315081,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.48054486,-122.6298156,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.48113912,-122.6306042,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.48171461,-122.6320633,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.48374279,-122.6311997,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.48187258,-122.6350097,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.4837616,-122.6312694,Pseudotsuga menziesii
Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,Pinaceae,"An evergreen, the Douglas-fir is a native of the West from the Rocky Mountains to the Pacific Coast and from British Columbia to Mexico. It is Oregon’s state tree. It was named after explorer-botanist David Douglas, who found the species in Oregon. The shape, especially when young, is pyramidal. Douglas-fir is not a true fir but a separate genus. Native Americans boiled the bark into a dye, used its pitch on sores, and made tea from pitch to use as a cold remedy. It is a valuable timber tree, which grows over 300 feet and lives up to 2,000 years.",http://blogs.reed.edu/trees/files/2013/09/PSME1_lg.jpg,45.48375031,-122.631315,Pseudotsuga menziesii
