"PLT_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","PLOT_STATUS_CD","INTENSITY","PLOT_ID","COUNTYFIPS","HEXID","PROVINCE","SECTION","SUBSECTION","elev","tri","lfevc","lfevh","ppt","tmin01","tmean","tmax","tmin","tdmean","tcc23","tnt","BA","VOLCFNET","VOLBFNET","TPA_UNADJ","DRYBIO_AG","CARBON_AG"
"346864728489998",2016,41,4,61,94547,1,"203","PID410406194547","41061",68039,"M332","M332G","M332Gl",1803,50.0799369812012,44,19,771,-635,576,1130,22,-158,44,1,1661.521,153.03,3612.285,20854.017,82.031,40.22
"346864729489998",2016,41,4,63,97309,1,"201","PID410406397309","41063",54357,"M332","M332G","M332Gd",1438,24.9799919128418,38,19,594,-558,671,1235,107,-121,51,1,260.254,61.374,842.824,3687.622,21.522,11.047
"346864730489998",2016,41,4,63,83113,1,"201","PID410406383113","41063",57076,"M332","M332G","M332Gf",1755,36.8239059448242,42,18,867,-576,555,1054,55,-223,66,1,0,0,0,0,0,0
"346864731489998",2016,41,4,63,90771,1,"201","PID410406390771","41063",57106,"M332","M332G","M332Gd",1435,121.794906616211,18,15,812,-655,662,1246,79,-186,34,1,221.125,89.71,2097.086,11515.107,43.912,22.631
"346864733489998",2016,41,4,59,75122,1,"201","PID410405975122","41059",57637,"M332","M332G","M332Gc",1150,93.8775787353516,41,15,988,-519,695,1286,103,-42,73,1,1057.052,126.021,2269.155,10095.107,52.659,26.156
"346864734489998",2016,41,4,49,89738,1,"201","PID410404989738","41049",66368,"M332","M332G","M332Gc",1357,5.1961522102356,37,13,581,-454,727,1282,173,-54,48,1,166.235,64.958,983.273,4311.46,27.858,13.91
"346864735489998",2016,41,4,1,76828,1,"203","PID410400176828","41001",67143,"M332","M332G","M332Ge",1670,18.8944435119629,32,20,947,-673,604,1135,72,-158,58,1,260.254,112.277,2714.965,14510.693,56.872,28.158
"346864737489998",2016,41,4,63,63656,1,"201","PID410406363656","41063",58585,"M332","M332G","M332Gd",2025,70.107063293457,24,18,1011,-620,451,983,-79,-377,35,1,912.14,76.777,198.454,0,16.163,8.13
"346864738489998",2016,41,4,1,97758,1,"201","PID410400197758","41001",75350,"M332","M332G","M332Gp",1424,36.3868103027344,41,19,520,-857,636,1375,-103,-122,50,1,828.408,119.199,2254.695,8291.476,53.003,26.293
"346864739489998",2016,41,4,63,94285,1,"202","PID410406394285","41063",56454,"M332","M332G","M332Gd",1125,103.995193481445,0,0,523,-451,847,1458,236,-43,6,2,2.998,21.94,1045.865,7371.027,18.427,9.486
"362457372489998",2015,41,2,19,60050,1,"1","PID410201960050","41019",101997,"M242","M242B","M242Ba",699,69.1086120605469,71,31,1308,47,1095,1716,475,441,72,1,336.172,253.846,11913.823,81524.774,199.612,102.254
"366882307489998",2016,41,3,35,80181,1,"201","PID410303580181","41035",101042,"M242","M242C","M242Cf",1414,17.6068172454834,40,18,706,-686,627,1397,-143,-61,36,1,917.886,98.984,1376.023,6617.735,39.129,20.061
"412219764489998",2017,41,0,47,63087,1,"1","PID410004763087","41047",62817,"242","242B","242Bb",56,3.46410155296326,0,0,1095,214,1203,1736,671,699,4,2,95.244,166.761,5907.694,35216.901,128.431,63.646
"412219765489998",2017,41,4,23,61397,1,"1","PID410402361397","41023",83607,"M332","M332G","M332Gp",1520,73.8985824584961,9,14,416,-663,691,1379,3,-143,18,2,0,0,0,0,0,0
"412219775489998",2017,41,1,39,83978,1,"1","PID410103983978","41039",89426,"242","242B","242Bd",276,56.418083190918,74,22,1133,154,1160,1711,609,690,82,1,260.435,213.215,7752.017,46855.215,151.313,76.482
"412219776489998",2017,41,2,19,63657,1,"1","PID410201963657","41019",97025,"M242","M242B","M242Ba",358,52.801513671875,24,24,1243,115,1155,1724,586,652,67,2,243.471,103.65,2397.654,9834.021,50.324,25.984
"412219777489998",2017,41,2,29,90022,1,"1","PID410202990022","41029",126968,"M261","M261A","M261Ao",872,67.290412902832,0,0,703,-108,1135,1812,459,182,16,2,60.18,22.924,243.001,490.472,8.206,3.974
"412219787489998",2017,41,1,39,51147,1,"1","PID410103951147","41039",87396,"M242","M242A","M242Ag",273,113.154762268066,57,23,2236,297,1114,1592,638,712,81,1,264.1,116.719,5197.743,32895.905,96.728,49.878
"412219788489998",2017,41,2,19,66347,1,"1","PID410201966347","41019",90353,"M242","M242A","M242Ag",402,59.6238212585449,74,31,2263,266,1160,1689,630,660,70,1,164.394,427.894,22057.052,150709.856,394.427,202.836
"412219794489998",2017,41,2,15,66368,1,"1","PID410201566368","41015",118425,"M261","M261A","M261Ay",483,89.3028564453125,76,25,3207,455,1277,1813,742,662,84,1,305.355,297.517,9710.434,59082.734,239.187,117.541
"412219831489998",2017,41,1,39,59989,1,"1","PID410103959989","41039",92432,"M242","M242B","M242Ba",611,88.6058654785156,68,30,1480,82,1076,1607,544,528,54,1,106.304,180.492,7370.431,45872.631,145.109,74.423
"412219832489998",2017,41,2,29,99576,1,"1","PID410202999576","41029",125331,"M242","M242B","M242Bg",1537,17.0880069732666,51,26,892,-314,767,1316,218,-24,48,1,173.229,233.133,7847.33,50301.238,149.207,76.422
"412219833489998",2017,41,3,35,88339,1,"1","PID410303588339","41035",129275,"M261","M261D","M261Dh",1458,77.0519332885742,33,17,542,-145,981,1561,400,41,43,1,27.07,66.747,2074.784,12659.696,39.792,20.492
"412219842489998",2017,41,0,27,51533,1,"1","PID410002751533","41027",56902,"M242","M242C","M242Cc",924,34.8711929321289,42,16,1052,-293,791,1256,325,220,32,1,273.561,124.26,2422.637,8982.119,52.148,26.231
"412219849489998",2017,41,3,35,58610,1,"1","PID410303558610","41035",106821,"M242","M242C","M242Ce",1735,78.3709106445312,49,24,771,-567,614,1305,-76,-129,42,1,172.207,121.763,3066.45,18351.842,63.702,32.644
"412219852489998",2017,41,0,9,93675,1,"1","PID410000993675","41009",52849,"M242","M242A","M242Af",301,43.1045227050781,64,20,1481,8,976,1534,418,540,81,1,159.218,33.494,320.575,235.273,10.308,5.309
"412219854489998",2017,41,1,43,73470,1,"1","PID410104373470","41043",83919,"242","242B","242Bd",187,11.9163751602173,0,0,1118,150,1154,1737,572,672,27,2,66.199,24.769,466.183,761.159,13.024,6.328
"412219855489998",2017,41,2,19,97559,1,"1","PID410201997559","41019",101741,"M242","M242B","M242Bb",1188,72.7942276000977,66,18,1402,-15,943,1529,358,293,48,1,11.014,51.909,2061.465,13853.852,38.166,19.693
"412219856489998",2017,41,2,19,64882,1,"1","PID410201964882","41019",107629,"M242","M242B","M242Bg",1114,35.902645111084,75,21,1487,-128,947,1572,323,285,82,1,411.161,206.804,9528.927,65952.283,180.31,93.009
"412219862489998",2017,41,2,29,76575,1,"1","PID410202976575","41029",116233,"M242","M242B","M242Bg",840,8.36660003662109,42,21,968,-62,1083,1756,409,297,53,1,126.379,59.069,884.861,1986.971,21.268,10.943
"412219863489998",2017,41,2,29,82623,1,"1","PID410202982623","41029",122538,"M261","M261A","M261Av",764,56.9122123718262,0,0,657,-24,1147,1793,501,356,8,2,67.198,27.948,292.983,851.716,10.151,4.952
"412219877489998",2017,41,3,17,50068,1,"1","PID410301750068","41017",80576,"M242","M242C","M242Cd",1010,0,0,0,454,-483,786,1579,-6,-8,8,2,489.897,73.198,1755.727,10278.803,37.677,18.935
"412219878489998",2017,41,3,31,62520,1,"1","PID410303162520","41031",79229,"M242","M242B","M242Bc",1326,28.0178508758545,39,14,1885,-417,641,1216,67,12,76,1,9.016,15.503,439.919,2651.936,9.356,4.684
"412219884489998",2017,41,0,51,75119,1,"1","PID410005175119","41051",58555,"M242","M242B","M242Ba",586,19.6723155975342,0,0,2339,9,937,1405,469,462,8,1,119.316,316.283,13250.031,86951.887,233.616,119.185
"412219888489998",2017,41,1,43,97153,1,"1","PID410104397153","41043",77011,"M242","M242B","M242Bc",969,12.3693170547485,76,30,2078,-329,725,1325,126,92,80,1,229.61,253.485,10990.614,72788.644,197.639,101.362
"412219907489998",2017,41,4,23,58397,1,"1","PID410402358397","41023",82959,"M332","M332G","M332Gh",1637,65.6658172607422,2,4,686,-845,576,1273,-122,-245,10,2,0,0,0,0,0,0
"412219917489998",2017,41,0,5,64050,1,"1","PID410000564050","41005",64554,"M242","M242B","M242Ba",388,16.1864147186279,52,18,1316,28,972,1474,470,537,81,1,149.931,9.723,0,0,2.474,1.277
"412219918489998",2017,41,1,43,93371,1,"1","PID410104393371","41043",77928,"M242","M242B","M242Ba",406,96.6695404052734,36,19,2771,68,1062,1576,549,585,82,1,12.036,8.072,138.099,332.335,3.647,1.777
"412219919489998",2017,41,1,43,92384,1,"1","PID410104392384","41043",78498,"M242","M242B","M242Bb",1154,164.12190246582,26,8,2375,-54,859,1330,389,404,20,1,96.22,252.742,8560.833,55705.343,159.837,81.803
"412219943489998",2017,41,4,63,56482,1,"1","PID410406356482","41063",53311,"M332","M332G","M332Gd",945,117.149475097656,17,13,550,-681,729,1457,1,-65,31,1,2.998,14.403,565.158,3821.846,11.545,5.622
"412219976489998",2017,41,4,63,90820,1,"1","PID410406390820","41063",50151,"M332","M332G","M332Gl",1691,77.0649108886719,34,15,1711,-621,507,983,31,-126,15,1,409.185,65.573,1142.774,5142.124,25.512,12.279
"412219978489998",2017,41,4,61,74288,1,"1","PID410406174288","41061",52946,"M332","M332G","M332Gl",996,54.4518127441406,44,19,899,-550,782,1471,93,26,59,1,337.195,125.375,3639.072,20460.093,78.178,37.579
"412220001489998",2017,41,4,63,84645,1,"1","PID410406384645","41063",52715,"M332","M332G","M332Gf",1222,44.3959465026855,36,20,701,-423,848,1410,285,-24,49,1,55.162,44.936,1078.803,5644.425,21.047,10.811
"412220004489998",2017,41,4,61,58507,1,"1","PID410406158507","41061",56759,"M332","M332G","M332Gc",1105,51.0294036865234,43,13,822,-541,757,1411,104,26,68,1,12.036,13.116,183.246,830.892,5.073,2.602
"412220006489998",2017,41,4,61,77750,1,"1","PID410406177750","41061",65320,"M332","M332G","M332Gl",1723,19.5448207855225,46,20,811,-741,537,1061,13,-215,58,1,1119.502,119.563,2956.297,7031.139,58.477,29.41
"412220011489998",2017,41,4,1,91729,1,"1","PID410400191729","41001",66883,"M332","M332G","M332Ge",1788,33.5410194396973,46,20,1287,-955,421,1090,-247,-471,59,1,115.25,251.871,8084.982,49701.835,167.033,81.902
"412220113489998",2017,41,0,57,65770,1,"1","PID410005765770","41057",54057,"M242","M242A","M242Ad",690,70.107063293457,0,0,2325,2,883,1317,449,498,29,2,84.23,183.363,8353.401,55066.237,149.942,76.975
"412220114489998",2017,41,0,71,90086,1,"1","PID410007190086","41071",63269,"242","242B","242Bb",45,10.0498752593994,25,7,1104,206,1189,1754,626,688,9,2,89,31.856,1049.459,6106.17,21.183,10.77
"412220144489998",2017,41,1,43,65068,1,"1","PID410104365068","41043",82707,"M242","M242B","M242Bb",1059,144.948272705078,64,27,2422,-58,875,1358,393,348,77,1,143.116,205.458,10808.067,77136.671,189.728,97.584
"412220147489998",2017,41,1,43,90430,1,"1","PID410104390430","41043",82293,"M242","M242B","M242Ba",598,91.5204925537109,0,0,2359,112,1026,1486,567,563,13,1,120.361,169.943,6390.852,37955.059,121.999,62.917
"412220148489998",2017,41,4,45,67056,1,"1","PID410404567056","41045",92008,"342","342H","342He",1383,39.9374504089355,0,0,326,-467,965,1535,395,-139,3,2,6.018,4.117,33.894,106.391,0.799,0.383
"412220149489998",2017,41,2,15,81991,1,"1","PID410201581991","41015",124228,"M261","M261A","M261Ay",392,55.3714714050293,64,27,2520,143,1223,1922,524,610,67,1,0,0,0,0,0,0
"412220152489998",2017,41,1,39,84828,1,"1","PID410103984828","41039",89587,"242","242B","242Bd",332,35.5246391296387,58,23,1188,116,1154,1657,652,707,54,1,84.253,131.953,3735.039,22102.816,73.446,37.725
"412220153489998",2017,41,2,19,61176,1,"1","PID410201961176","41019",98827,"M242","M242B","M242Bb",1095,85.7438049316406,64,24,1805,56,993,1570,418,330,84,1,276.83,126.581,2513.555,7603.798,53.078,27.309
"412220154489998",2017,41,1,41,82385,1,"1","PID410104182385","41041",74239,"M242","M242A","M242Ag",58,39.191837310791,36,20,1836,292,1133,1642,623,706,86,1,324.974,193.076,3938.929,14899.205,84.847,43.604
"412220190489998",2017,41,3,13,93276,1,"1","PID410301393276","41013",92110,"342","342H","342Ha",1461,40.9511909484863,25,7,330,-674,674,1474,-126,-196,20,1,36.108,29.571,359.569,1461.84,7.93,3.806
"412220200489998",2017,41,3,35,94134,1,"1","PID410303594134","41035",97876,"M242","M242C","M242Ce",1609,26.77685546875,0,0,822,-598,532,1188,-125,-128,48,2,28.046,78.971,3627.06,25093.925,57.407,29.012
"412220207489998",2017,41,2,29,53686,1,"1","PID410202953686","41029",112306,"M242","M242B","M242Bg",1319,86.6833343505859,66,27,1443,-266,817,1425,208,88,72,1,351.455,402.213,14453.804,92743.36,277.245,143.03
"412220222489998",2017,41,4,25,98563,1,"1","PID410402598563","41025",92769,"M332","M332G","M332Gh",1616,65.2686767578125,45,18,493,-753,608,1300,-83,-260,57,1,381.365,95.323,1865.48,7904.552,41.406,20.1
"412220223489998",2017,41,4,23,64202,1,"1","PID410402364202","41023",75692,"M332","M332G","M332Gp",2201,86.0232543945312,28,15,875,-759,426,996,-144,-329,28,1,18.054,5.591,45.318,0,1.188,0.613
"412220224489998",2017,41,4,23,69575,1,"1","PID410402369575","41023",76649,"M332","M332G","M332Gb",1489,63.623893737793,34,18,594,-594,696,1304,90,-108,35,1,527.525,168.031,4049.801,20044.988,83.092,42.228
"412220227489998",2017,41,2,19,84407,1,"1","PID410201984407","41019",100423,"M242","M242B","M242Bb",1472,117.817657470703,54,22,1779,-427,615,1226,5,-43,68,1,398.374,288.766,10479.913,65435.921,190.723,92.338
"412220231489998",2017,41,3,13,84628,1,"1","PID410301384628","41013",88486,"342","342H","342Ha",1127,31.890438079834,0,0,268,-501,805,1591,18,-70,3,2,99.037,9.19,54.864,66.601,1.694,0.813
"412220239489998",2017,41,3,17,63876,1,"1","PID410301763876","41017",90196,"M242","M242C","M242Ce",1406,9.5916633605957,41,21,454,-475,773,1495,51,-53,51,1,42.126,50.91,843.281,3974.567,23.788,12.203
"412220240489998",2017,41,2,19,70987,1,"1","PID410201970987","41019",102879,"M242","M242B","M242Ba",746,113.921028137207,0,0,1498,56,1093,1708,478,359,25,1,537.811,246.861,7346.615,39513.697,143.365,71.884
"412220246489998",2017,41,3,37,99525,1,"1","PID410303799525","41037",121754,"M261","M261G","M261Gc",1542,45.617977142334,22,13,450,-637,710,1485,-66,-187,26,1,900.353,187.132,2989.996,13538.346,74.55,38.244
"412220274489998",2017,41,4,23,71133,1,"1","PID410402371133","41023",69235,"M332","M332G","M332Gb",1303,23.8537216186523,46,19,600,-511,736,1380,92,-60,73,1,622.294,138.954,2353.624,10804.65,58.764,30.248
"412220284489998",2017,41,3,35,90363,1,"1","PID410303590363","41035",121932,"M261","M261D","M261Dh",1319,7.07106781005859,54,23,621,-626,735,1506,-37,2,47,1,2093.086,214.354,2768.481,1325.034,77.072,38.673
"412220288489998",2017,41,3,35,80330,1,"1","PID410303580330","41035",119242,"M242","M242C","M242Ce",2191,76.6811599731445,0,0,976,-743,394,1011,-224,-410,17,1,41.104,77.532,1320.159,7207.535,33.345,16.94
"412220289489998",2017,41,1,43,53567,1,"1","PID410104353567","41043",80571,"M242","M242B","M242Bb",1218,55.3534088134766,73,23,2541,-137,793,1277,310,330,83,1,1921.296,303.739,8876.74,48981.1,165.464,84.25
"412220296489998",2017,41,2,29,87936,1,"1","PID410202987936","41029",122385,"M242","M242B","M242Be",1588,31.9217796325684,41,21,1266,-503,631,1275,-14,15,55,1,168.211,142.556,4133.761,25428.691,81.391,41.337
"412220297489998",2017,41,1,43,71497,1,"1","PID410104371497","41043",81888,"242","242B","242Bd",228,45.022216796875,74,28,1378,144,1145,1713,577,671,79,1,302.38,134.69,3188.643,13858.532,57.231,28.958
"412220308489998",2017,41,0,5,60736,1,"1","PID410000560736","41005",68617,"M242","M242B","M242Ba",394,41.0365676879883,54,31,1900,16,990,1486,494,547,31,1,135.146,85.484,3446.68,21214.149,65.713,33.887
"412220309489998",2017,41,0,47,51040,1,"1","PID410004751040","41047",71866,"M242","M242B","M242Ba",328,26.5329990386963,36,27,1786,55,1044,1567,522,590,25,1,13.035,36.732,1409.587,9049.684,23.054,11.68
"412220310489998",2017,41,0,5,78675,1,"1","PID410000578675","41005",61416,"242","242B","242Bd",178,32.4191284179688,65,24,1374,174,1162,1685,638,691,81,1,168.505,142.065,4393.684,22128.785,81.633,42.109
"412220316489998",2017,41,2,19,81914,1,"1","PID410201981914","41019",110377,"M261","M261A","M261Ao",641,67.3869400024414,38,20,1458,261,1163,1692,634,581,86,1,86.136,364.085,13745.219,91845.138,285.833,149.109
"412220334489998",2017,41,1,39,80290,1,"1","PID410103980290","41039",92798,"M242","M242B","M242Ba",1072,39.3954315185547,0,0,1768,73,966,1501,430,408,33,2,551.597,212.184,6315.585,32294.781,116.665,58.92
"412220341489998",2017,41,3,37,51936,1,"1","PID410303751936","41037",112426,"M242","M242C","M242Ce",1974,13.1909055709839,27,19,781,-712,515,1208,-178,-339,33,1,425.467,181.469,3926.839,21811.311,89.875,45.787
"412220351489998",2017,41,2,29,57300,1,"1","PID410202957300","41029",128732,"M261","M261D","M261Da",1440,90.5096664428711,59,29,762,-164,915,1471,360,-20,62,1,236.182,122.693,3444.055,20812.926,69.308,35.717
"412220360489998",2017,41,3,35,77423,1,"1","PID410303577423","41035",114122,"M242","M242C","M242Ce",1530,13.416407585144,39,17,517,-704,670,1509,-168,-125,31,1,345.257,72.719,701.212,2670.95,25.572,13.118
"412220365489998",2017,41,2,19,51142,1,"1","PID410201951142","41019",105783,"M242","M242B","M242Bg",953,49.558048248291,54,25,1826,134,1064,1623,504,382,32,1,209.565,312.709,12862.835,86806.955,236.26,121.613
"412220400489998",2017,41,3,37,91539,1,"1","PID410303791539","41037",100114,"342","342B","342Ba",1389,4.79583168029785,0,0,290,-771,667,1591,-256,-187,1,2,8.993,38.157,1056.35,6579.303,21.228,10.89
"412220405489998",2017,41,2,19,97068,1,"1","PID410201997068","41019",103746,"M242","M242A","M242Ag",649,69.7136993408203,43,20,1624,302,1130,1637,624,530,83,1,403.209,103.285,1527.703,675.104,38.128,19.674
"412220406489998",2017,41,1,41,63974,1,"1","PID410104163974","41041",81650,"M242","M242A","M242Aa",123,62.7773857116699,75,23,2130,279,1115,1619,611,675,82,1,92.246,186.347,6995.846,43172.967,131.127,64.805
"412220411489998",2017,41,2,29,75744,1,"1","PID410202975744","41029",121038,"M242","M242B","M242Bg",1404,54.4885292053223,75,26,1019,-94,890,1405,374,83,79,1,452.559,322.318,11311.364,67944.216,213.083,108.717
"412220431489998",2017,41,0,53,84881,1,"1","PID410005384881","41053",67208,"242","242B","242Bd",209,14.9331846237183,73,26,1364,134,1133,1692,575,659,77,1,0.999,8.12,247.386,1597.97,4.585,2.366
"412220432489998",2017,41,2,11,71486,1,"1","PID410201171486","41011",101086,"M242","M242A","M242Ag",83,137.749771118164,70,17,1902,341,1191,1723,659,760,84,1,308.134,138.677,2727.546,10508.957,58.788,30.335
"412220434489998",2017,41,2,33,67349,1,"1","PID410203367349","41033",127836,"M261","M261A","M261Aa",721,78.8352737426758,0,0,2612,93,1152,1786,519,337,23,2,6.018,1.221,5.139,0,0.2,0.108
"412220437489998",2017,41,3,31,55303,1,"1","PID410303155303","41031",76815,"342","342H","342Hb",730,17.1172428131104,12,10,361,-340,955,1698,211,134,7,1,6.018,4.726,61.87,240.37,1.33,0.638
"412220454489998",2017,41,4,63,98044,1,"1","PID410406398044","41063",52338,"M332","M332G","M332Gd",1434,25.4165306091309,13,13,546,-528,720,1290,150,-93,15,1,732.368,153.385,3356.58,15619.977,74.036,37.939
"412220466489998",2017,41,3,37,68872,1,"1","PID410303768872","41037",122672,"M261","M261G","M261Gc",1785,47.5078926086426,35,17,516,-637,637,1338,-64,-321,56,1,142.163,54.06,533.447,1948.382,13.166,6.32
"412220473489998",2017,41,0,47,74182,1,"1","PID410004774182","41047",71224,"M242","M242B","M242Ba",470,29.0344619750977,11,25,2004,41,931,1427,434,501,21,1,76.213,196.648,7756.937,49503.292,147.173,75.379
"412220474489998",2017,41,1,43,73453,1,"1","PID410104373453","41043",75161,"M242","M242B","M242Bb",867,108.724418640137,73,22,2561,8,923,1396,450,517,84,1,369.85,188.606,4968.884,21380.017,90.918,46.497
"412220483489998",2017,41,0,27,83552,1,"1","PID410002783552","41027",54699,"M242","M242C","M242Cc",389,33.4514579772949,52,19,824,-120,1029,1571,487,428,49,1,505.46,91.403,2337.139,12472.237,55.074,27.816
"412220484489998",2017,41,0,67,61565,1,"1","PID410006761565","41067",53502,"M242","M242A","M242Af",448,22.8035087585449,46,19,1795,79,971,1426,517,590,60,1,299.861,5.421,0,0,0.929,0.479
"412220485489998",2017,41,4,63,55242,1,"1","PID410406355242","41063",55601,"M332","M332G","M332Gf",1041,37.8945922851562,42,21,594,-684,726,1485,-32,-37,59,1,12.036,24.096,585.335,3280.097,11.255,5.774
"412220486489998",2017,41,0,7,82982,1,"1","PID410000782982","41007",48348,"M242","M242A","M242Af",279,74.679313659668,67,22,1860,118,997,1473,521,610,81,1,31.089,52.663,2503.462,14726.253,42.348,20.558
"412220487489998",2017,41,4,63,88056,1,"1","PID410406388056","41063",49138,"M332","M332G","M332Gf",684,175.296890258789,4,14,564,-380,967,1637,298,88,42,2,0,0,0,0,0,0
"412220501489998",2017,41,2,33,55623,1,"1","PID410203355623","41033",129111,"M261","M261A","M261Ao",1081,51.1272926330566,15,31,1845,105,1095,1646,544,351,10,1,349.479,332.649,11668.174,74482.072,236.843,123.057
"412220505489998",2017,41,2,11,92901,1,"1","PID410201192901","41011",110918,"M242","M242A","M242Ag",729,97.7803649902344,28,20,2061,337,1130,1616,645,540,84,2,317.915,23.319,19.322,0,4.26,2.145
"412220518489998",2017,41,1,43,51395,1,"1","PID410104351395","41043",78167,"M242","M242B","M242Ba",337,42.7434196472168,73,20,1601,113,1076,1586,567,643,85,1,207.611,222.026,9177.383,52575.374,165.37,84.541
"412220519489998",2017,41,4,23,58079,1,"1","PID410402358079","41023",68947,"M332","M332G","M332Gl",1828,49.6789703369141,37,15,804,-770,467,1043,-110,-307,46,1,1329.82,165.442,3133.908,16846.218,79.105,38.298
"412220532489998",2017,41,2,19,69128,1,"1","PID410201969128","41019",101599,"M242","M242B","M242Ba",795,34.7850532531738,0,0,1988,205,1123,1686,560,471,34,1,174.523,156.366,4539.131,22972.984,90.321,46.562
"412220544489998",2017,41,2,29,52096,1,"1","PID410202952096","41029",119597,"M261","M261A","M261Av",585,26.1916007995605,47,22,784,-99,1150,1907,392,280,43,1,164.599,57.324,642.102,1603.195,21.235,10.261
"412220545489998",2017,41,3,35,97268,1,"1","PID410303597268","41035",116964,"M242","M242C","M242Ce",1649,19.4679222106934,19,18,588,-671,649,1436,-137,-207,24,1,87.001,7.777,104.327,445.212,3.05,1.565
"412220546489998",2017,41,3,35,98531,1,"1","PID410303598531","41035",109845,"M242","M242C","M242Ce",1441,13.416407585144,48,21,740,-731,643,1448,-162,-70,57,1,70.195,117.405,3738.42,22310.775,69.577,35.693
"412220547489998",2017,41,2,11,88069,1,"1","PID410201188069","41011",107588,"M242","M242A","M242Ag",468,50.1796760559082,74,35,1914,309,1127,1638,617,644,80,1,555.368,114.782,2055.184,7185.442,50.946,25.959
"412220552489998",2017,41,3,35,64388,1,"1","PID410303564388","41035",127134,"M261","M261G","M261Gc",1579,13.6014709472656,33,19,472,-594,742,1479,5,-135,28,1,31.089,26.256,552.356,2687.903,12.371,6.346
"412220562489998",2017,41,4,23,60300,1,"1","PID410402360300","41023",85512,"M332","M332G","M332Gh",1557,28.0713367462158,29,17,454,-971,512,1329,-304,-288,20,1,285.076,66.306,1807.685,9985.871,32.899,16.877
"412220567489998",2017,41,1,39,90024,1,"1","PID410103990024","41039",84170,"M242","M242A","M242Ag",524,62.1771659851074,62,31,2366,275,1121,1632,611,650,81,1,78.235,19.338,270.944,182.752,6.857,3.538
"412220583489998",2017,41,4,61,53862,1,"1","PID410406153862","41061",63073,"M332","M332G","M332Gc",1230,26,0,0,681,-499,766,1405,128,21,4,2,578.919,79.864,2310.817,13113.27,47.955,23.597
"412220586489998",2017,41,4,23,63935,1,"1","PID410402363935","41023",80627,"M332","M332G","M332Gp",1711,117.524467468262,54,21,535,-481,653,1222,84,-220,76,1,185.288,60.441,932.214,3607.855,21.449,10.966
"412220591489998",2017,41,4,61,50088,1,"1","PID410406150088","41061",55810,"M332","M332G","M332Gf",872,50.6162033081055,0,0,659,-444,884,1600,167,123,18,2,8.016,26.194,783.448,4878.438,14.279,7.325
"412220609489998",2017,41,3,35,97212,1,"1","PID410303597212","41035",96872,"M242","M242C","M242Ce",1346,11.6189498901367,38,19,573,-633,684,1431,-63,-42,33,1,262.98,66.647,2839.427,19264.851,43.853,22.48
"412220614489998",2017,41,4,63,59710,1,"1","PID410406359710","41063",61056,"M332","M332G","M332Gf",1683,48.7954902648926,6,10,576,-685,575,1108,40,-251,21,2,352.228,176.653,6311.945,37988.59,113.856,57.42
"412220619489998",2017,41,3,65,74961,1,"1","PID410306574961","41065",63133,"M242","M242B","M242Bc",1087,65.1843566894531,77,24,1243,-388,680,1175,185,170,85,1,331.448,203.576,6721.469,38733.585,124.214,63.393
"412220630489998",2017,41,2,29,65110,1,"1","PID410202965110","41029",114936,"M242","M242B","M242Bg",641,33.4962692260742,52,21,862,-71,1142,1899,385,350,31,1,12.036,1.879,6.854,0,0.375,0.177
"412220633489998",2017,41,0,9,98826,1,"1","PID410000998826","41009",50914,"M242","M242A","M242Af",386,36.1662826538086,0,0,1473,80,991,1490,491,602,85,2,549.87,104.674,1540.784,1227.879,39.304,20.185
"412220634489998",2017,41,3,13,86320,1,"1","PID410301386320","41013",81465,"M332","M332G","M332Gb",1543,6.63324975967407,4,8,650,-695,612,1315,-93,-191,4,2,55.162,23.414,271.744,715.899,6.991,3.563
"412220656489998",2017,41,3,17,91433,1,"1","PID410301791433","41017",83914,"M242","M242C","M242Cd",1175,34.4093017578125,38,18,455,-434,765,1476,55,-28,35,1,116.069,50.82,1154.331,6257.187,24.768,12.731
"412220674489998",2017,41,0,9,71226,1,"1","PID410000971226","41009",53200,"242","242B","242Ba",49,48.8773994445801,57,20,1152,135,1149,1690,608,654,61,1,89.226,172.858,5537.181,33405.377,112.24,56.157
"412220683489998",2017,41,3,17,57017,1,"1","PID410301757017","41017",89243,"M242","M242B","M242Bc",1558,19.1572437286377,48,24,1187,-536,613,1264,-37,-71,52,1,562.113,118.286,3226.274,19154.329,60.204,30.381
"412220687489998",2017,41,4,61,68965,1,"1","PID410406168965","41061",64359,"M332","M332G","M332Gl",1430,65.2686767578125,39,17,570,-659,686,1265,106,-118,60,1,543.332,67.42,936.155,1506.871,25.236,12.145
"412220690489998",2017,41,3,65,72808,1,"1","PID410306572808","41065",69647,"M242","M242C","M242Cd",940,2,12,38,598,-450,762,1445,78,84,5,1,156.469,129.447,1843.556,7841.834,55.133,28.283
"412220691489998",2017,41,3,31,53358,1,"1","PID410303153358","41031",72930,"M242","M242C","M242Cd",1062,14.1067361831665,45,20,622,-321,855,1476,233,123,37,1,120.089,55.89,1204.103,6476.176,28.474,14.609
"412220693489998",2017,41,3,31,73526,1,"1","PID410303173526","41031",73126,"M242","M242B","M242Bc",1361,144.211654663086,21,16,1543,-416,658,1233,83,43,20,1,0,0,0,0,0,0
"412220698489998",2017,41,3,37,60261,1,"1","PID410303760261","41037",121696,"M261","M261G","M261Gf",2047,37.1887092590332,0,0,892,-748,492,1198,-213,-517,30,2,18.031,44.989,1313.112,8125.011,28.711,14.703
