year,sex,name,n,prop
1920,M,Colin,42,3.815e-5
1920,M,Tyler,30,2.725e-5
1920,M,Grayson,28,2.544e-5
1920,M,Nicola,25,2.271e-5
1920,M,Brendan,12,1.09e-5
1920,M,Ella,12,1.09e-5
1920,M,Eleanor,10,9.08e-6
1920,M,Anne,9,8.18e-6
1920,M,Emily,7,6.36e-6
1921,F,Eleanor,8053,0.00629283
1921,F,Anne,4007,0.00313118
1921,F,Ella,3237,0.00252948
1921,F,Emily,2184,0.00170664
1921,F,Eddie,331,2.5865e-4
1921,F,James,231,1.8051e-4
1921,F,Meredith,99,7.736e-5
1921,F,Fae,61,4.767e-5
1921,F,Luna,61,4.767e-5
1921,F,Amber,38,2.969e-5
1921,F,Alex,8,6.25e-6
1921,F,Chris,6,4.69e-6
1921,M,James,49749,0.04371847
1921,M,Eddie,1510,0.00132696
1921,M,Alex,1023,8.9899e-4
1921,M,Elijah,257,2.2585e-4
1921,M,Chris,147,1.2918e-4
1921,M,Meredith,101,8.876e-5
1921,M,Colin,35,3.076e-5
1921,M,Tyler,25,2.197e-5
1921,M,Ella,21,1.845e-5
1921,M,Grayson,21,1.845e-5
1921,M,Nicola,19,1.67e-5
1921,M,Eleanor,14,1.23e-5
1921,M,Brendan,9,7.91e-6
1921,M,Anne,6,5.27e-6
1921,M,Emily,6,5.27e-6
1922,F,Eleanor,7853,0.00629471
1922,F,Anne,3972,0.00318383
1922,F,Ella,3150,0.00252494
1922,F,Emily,2146,0.00172016
1922,F,Eddie,378,3.0299e-4
1922,F,James,239,1.9157e-4
1922,F,Meredith,94,7.535e-5
1922,F,Fae,55,4.409e-5
1922,F,Luna,50,4.008e-5
1922,F,Amber,34,2.725e-5
1922,F,Chris,12,9.62e-6
1922,F,Alex,8,6.41e-6
1922,M,James,49803,0.04425907
1922,M,Eddie,1588,0.00141123
1922,M,Alex,1002,8.9046e-4
1922,M,Elijah,311,2.7638e-4
1922,M,Chris,169,1.5019e-4
1922,M,Meredith,95,8.442e-5
1922,M,Tyler,35,3.11e-5
1922,M,Colin,34,3.022e-5
1922,M,Grayson,33,2.933e-5
1922,M,Eleanor,22,1.955e-5
1922,M,Ella,17,1.511e-5
1922,M,Brendan,15,1.333e-5
1922,M,Nicola,13,1.155e-5
1922,M,Anne,8,7.11e-6
1923,F,Eleanor,7772,0.00620539
1923,F,Anne,3727,0.00297574
1923,F,Ella,2994,0.0023905
1923,F,Emily,2056,0.00164157
1923,F,Eddie,337,2.6907e-4
1923,F,James,280,2.2356e-4
1923,F,Meredith,81,6.467e-5
1923,F,Luna,56,4.471e-5
1923,F,Fae,52,4.152e-5
1923,F,Amber,24,1.916e-5
1923,F,Chris,14,1.118e-5
1923,F,Alex,6,4.79e-6
1923,M,James,50465,0.04456759
1923,M,Eddie,1599,0.00141214
1923,M,Alex,939,8.2927e-4
1923,M,Elijah,302,2.6671e-4
1923,M,Chris,155,1.3689e-4
1923,M,Meredith,71,6.27e-5
1923,M,Colin,43,3.797e-5
1923,M,Grayson,29,2.561e-5
1923,M,Nicola,24,2.12e-5
1923,M,Tyler,24,2.12e-5
1923,M,Brendan,21,1.855e-5
1923,M,Eleanor,16,1.413e-5
1923,M,Ella,13,1.148e-5
1923,M,Anne,8,7.07e-6
1923,M,Emily,5,4.42e-6
1923,M,Izzy,5,4.42e-6
1924,F,Eleanor,8192,0.00632242
1924,F,Anne,3629,0.00280079
1924,F,Ella,3061,0.00236242
1924,F,Emily,2044,0.00157752
1924,F,Eddie,377,2.9096e-4
1924,F,James,274,2.1147e-4
1924,F,Meredith,82,6.329e-5
1924,F,Fae,61,4.708e-5
1924,F,Luna,34,2.624e-5
1924,F,Amber,28,2.161e-5
1924,F,Chris,14,1.08e-5
1924,F,Alex,5,3.86e-6
1924,M,James,52944,0.04528743
1924,M,Eddie,1596,0.00136519
1924,M,Alex,979,8.3742e-4
1924,M,Elijah,261,2.2326e-4
1924,M,Chris,178,1.5226e-4
1924,M,Meredith,76,6.501e-5
1924,M,Colin,41,3.507e-5
1924,M,Grayson,28,2.395e-5
1924,M,Eleanor,24,2.053e-5
1924,M,Nicola,22,1.882e-5
1924,M,Tyler,22,1.882e-5
1924,M,Ella,19,1.625e-5
1924,M,Brendan,17,1.454e-5
1924,M,Anne,9,7.7e-6
1924,M,Emily,7,5.99e-6
1925,F,Eleanor,7724,0.00611523
1925,F,Anne,3320,0.00262851
1925,F,Ella,3007,0.0023807
1925,F,Emily,1766,0.00139818
1925,F,Eddie,376,2.9769e-4
1925,F,James,365,2.8898e-4
1925,F,Meredith,91,7.205e-5
1925,F,Fae,63,4.988e-5
1925,F,Luna,43,3.404e-5
1925,F,Amber,35,2.771e-5
1925,F,Chris,7,5.54e-6
1925,F,Alex,5,3.96e-6
1925,M,James,52681,0.04575208
1925,M,Eddie,1732,0.0015042
1925,M,Alex,902,7.8336e-4
1925,M,Elijah,283,2.4578e-4
1925,M,Chris,182,1.5806e-4
1925,M,Meredith,83,7.208e-5
1925,M,Colin,39,3.387e-5
1925,M,Grayson,28,2.432e-5
1925,M,Tyler,22,1.911e-5
1925,M,Brendan,20,1.737e-5
1925,M,Eleanor,19,1.65e-5
1925,M,Nicola,16,1.39e-5
1925,M,Ella,15,1.303e-5
1925,M,Anne,8,6.95e-6
1925,M,Emily,5,4.34e-6
1926,F,Eleanor,7305,0.00593829
1926,F,Anne,3108,0.00252652
1926,F,Ella,2851,0.0023176
1926,F,Emily,1729,0.00140552
1926,F,James,359,2.9183e-4
1926,F,Eddie,350,2.8452e-4
1926,F,Meredith,83,6.747e-5
1926,F,Fae,54,4.39e-5
1926,F,Amber,29,2.357e-5
1926,F,Luna,22,1.788e-5
1926,F,Chris,13,1.057e-5
1926,F,Alex,10,8.13e-6
1926,F,Elijah,7,5.69e-6
1926,M,James,53205,0.04644672
1926,M,Eddie,1676,0.00146311
1926,M,Alex,804,7.0187e-4
1926,M,Elijah,276,2.4094e-4
1926,M,Chris,168,1.4666e-4
1926,M,Meredith,67,5.849e-5
1926,M,Colin,45,3.9280000000000003e-05
1926,M,Grayson,26,2.27e-5
1926,M,Tyler,21,1.833e-5
1926,M,Brendan,19,1.659e-5
1926,M,Eleanor,19,1.659e-5
1926,M,Ella,18,1.571e-5
1926,M,Nicola,18,1.571e-5
1926,M,Anne,6,5.24e-6
1926,M,Emily,6,5.24e-6
1927,F,Eleanor,6959,0.00562845
1927,F,Anne,2930,0.00236979
1927,F,Ella,2843,0.00229942
1927,F,Emily,1656,0.00133938
1927,F,James,389,3.1462e-4
1927,F,Eddie,368,2.9764e-4
1927,F,Meredith,93,7.522e-5
1927,F,Fae,62,5.015e-5
1927,F,Luna,38,3.073e-5
1927,F,Amber,26,2.103e-5
1927,F,Alex,18,1.456e-5
1927,F,Chris,15,1.213e-5
1927,M,James,53675,0.04619768
1927,M,Eddie,1859,0.00160003
1927,M,Alex,888,7.643e-4
1927,M,Elijah,290,2.496e-4
1927,M,Chris,153,1.3169e-4
1927,M,Meredith,77,6.627e-5
1927,M,Colin,41,3.529e-5
1927,M,Eleanor,31,2.668e-5
1927,M,Tyler,27,2.324e-5
1927,M,Grayson,22,1.894e-5
1927,M,Brendan,18,1.549e-5
1927,M,Nicola,14,1.205e-5
1927,M,Anne,13,1.119e-5
1927,M,Ella,13,1.119e-5
1927,M,Emily,11,9.47e-6
1928,F,Eleanor,6536,0.00546734
1928,F,Anne,2824,0.00236226
1928,F,Ella,2670,0.00223344
1928,F,Emily,1559,0.0013041
1928,F,James,427,3.5718e-4
1928,F,Eddie,353,2.9528e-4
1928,F,Meredith,95,7.947e-5
1928,F,Fae,46,3.848e-5
1928,F,Amber,37,3.095e-5
1928,F,Luna,28,2.342e-5
1928,F,Chris,20,1.673e-5
1928,F,Alex,6,5.02e-6
1928,F,Tyler,5,4.18e-6
1928,M,James,52753,0.04622708
1928,M,Eddie,1805,0.00158171
1928,M,Alex,800,7.0103e-4
1928,M,Elijah,255,2.2345e-4
1928,M,Chris,164,1.4371e-4
1928,M,Meredith,87,7.624e-5
1928,M,Colin,52,4.557e-5
1928,M,Eleanor,29,2.541e-5
1928,M,Tyler,29,2.541e-5
1928,M,Grayson,26,2.278e-5
1928,M,Brendan,18,1.577e-5
1928,M,Ella,16,1.402e-5
1928,M,Nicola,16,1.402e-5
1928,M,Anne,9,7.89e-6
1929,F,Eleanor,5866,0.00506773
1929,F,Anne,2881,0.00248894
1929,F,Ella,2472,0.0021356
1929,F,Emily,1445,0.00124836
1929,F,James,397,3.4297e-4
1929,F,Eddie,342,2.9546e-4
1929,F,Meredith,99,8.553e-5
1929,F,Fae,43,3.715e-5
1929,F,Luna,34,2.937e-5
1929,F,Amber,25,2.16e-5
1929,F,Alex,18,1.555e-5
1929,F,Chris,16,1.382e-5
1929,F,Elijah,5,4.32e-6
1929,M,James,52122,0.04706114
1929,M,Eddie,1878,0.00169565
1929,M,Alex,774,6.9885e-4
1929,M,Elijah,243,2.1941e-4
1929,M,Chris,171,1.544e-4
1929,M,Meredith,64,5.779e-5
1929,M,Colin,40,3.612e-5
1929,M,Grayson,32,2.889e-5
1929,M,Nicola,21,1.896e-5
1929,M,Eleanor,20,1.806e-5
1929,M,Ella,19,1.716e-5
1929,M,Tyler,19,1.716e-5
1929,M,Brendan,17,1.535e-5
1929,M,Anne,16,1.445e-5
1929,M,Emily,6,5.42e-6
1930,F,Eleanor,5822,0.00499133
1930,F,Anne,3093,0.0026517
1930,F,Ella,2404,0.002061
1930,F,Emily,1344,0.00115224
1930,F,James,419,3.5922e-4
1930,F,Eddie,356,3.0521e-4
1930,F,Meredith,94,8.059e-5
1930,F,Fae,34,2.915e-5
1930,F,Amber,21,1.8e-5
1930,F,Luna,21,1.8e-5
1930,F,Chris,14,1.2e-5
1930,F,Alex,13,1.115e-5
1930,M,James,53944,0.04776248
1930,M,Eddie,1970,0.00174426
1930,M,Alex,759,6.7203e-4
1930,M,Elijah,226,2.001e-4
1930,M,Chris,172,1.5229e-4
1930,M,Meredith,67,5.932e-5
1930,M,Colin,43,3.807e-5
1930,M,Tyler,28,2.479e-5
1930,M,Eleanor,26,2.302e-5
1930,M,Brendan,21,1.859e-5
1930,M,Ella,19,1.682e-5
1930,M,Grayson,16,1.417e-5
1930,M,Anne,14,1.24e-5
1930,M,Emily,10,8.85e-6
1930,M,Nicola,9,7.97e-6
1931,F,Eleanor,5257,0.00476339
1931,F,Anne,2978,0.00269838
1931,F,Ella,2162,0.001959
1931,F,Emily,1188,0.00107645
1931,F,James,345,3.1261e-4
1931,F,Eddie,303,2.7455e-4
1931,F,Meredith,72,6.524e-5
1931,F,Fae,32,2.9e-5
1931,F,Amber,23,2.084e-5
1931,F,Luna,18,1.631e-5
1931,F,Chris,15,1.359e-5
1931,F,Alex,9,8.15e-6
1931,M,James,51213,0.04788195
1931,M,Eddie,1956,0.00182878
1931,M,Alex,728,6.8065e-4
1931,M,Elijah,198,1.8512e-4
1931,M,Chris,154,1.4398e-4
1931,M,Meredith,69,6.451e-5
1931,M,Grayson,39,3.646e-5
1931,M,Eleanor,30,2.805e-5
1931,M,Colin,28,2.618e-5
1931,M,Tyler,21,1.963e-5
1931,M,Anne,16,1.496e-5
1931,M,Ella,13,1.215e-5
1931,M,Nicola,13,1.215e-5
1931,M,Brendan,11,1.028e-5
1931,M,Emily,8,7.48e-6
1932,F,Eleanor,4836,0.00437164
1932,F,Anne,2969,0.00268391
1932,F,Ella,2258,0.00204118
1932,F,Emily,1146,0.00103596
1932,F,James,320,2.8927e-4
1932,F,Eddie,302,2.73e-4
1932,F,Meredith,88,7.955e-5
1932,F,Fae,46,4.158e-5
1932,F,Luna,29,2.622e-5
1932,F,Chris,22,1.989e-5
1932,F,Amber,15,1.356e-5
1932,F,Alex,5,4.52e-6
1932,M,James,51920,0.04832964
1932,M,Eddie,2113,0.00196688
1932,M,Alex,684,6.367e-4
1932,M,Elijah,233,2.1689e-4
1932,M,Chris,208,1.9362e-4
1932,M,Meredith,56,5.213e-5
1932,M,Colin,44,4.096e-5
1932,M,Brendan,25,2.327e-5
1932,M,Tyler,24,2.234e-5
1932,M,Grayson,20,1.862e-5
1932,M,Ella,19,1.769e-5
1932,M,Eleanor,15,1.396e-5
1932,M,Nicola,10,9.31e-6
1932,M,Emily,8,7.45e-6
1932,M,Anne,6,5.59e-6
1933,F,Eleanor,5102,0.00487793
1933,F,Anne,2766,0.00264452
1933,F,Ella,2027,0.00193798
1933,F,Emily,1062,0.00101536
1933,F,James,299,2.8587e-4
1933,F,Eddie,274,2.6197e-4
1933,F,Meredith,85,8.127e-5
1933,F,Fae,41,3.92e-5
1933,F,Luna,19,1.817e-5
1933,F,Chris,17,1.625e-5
1933,F,Amber,11,1.052e-5
1933,F,Alex,5,4.78e-6
1933,M,James,51106,0.05010353
1933,M,Eddie,2014,0.00197449
1933,M,Alex,604,5.9215e-4
1933,M,Elijah,195,1.9117e-4
1933,M,Chris,142,1.3921e-4
1933,M,Colin,50,4.902e-5
1933,M,Meredith,50,4.902e-5
1933,M,Brendan,24,2.353e-5
1933,M,Ella,18,1.765e-5
1933,M,Tyler,17,1.667e-5
1933,M,Grayson,16,1.569e-5
1933,M,Eleanor,12,1.176e-5
1933,M,Anne,11,1.078e-5
1933,M,Nicola,9,8.82e-6
1934,F,Eleanor,4717,0.00435861
1934,F,Anne,2784,0.00257248
1934,F,Ella,2070,0.00191273
1934,F,Emily,1068,9.8686e-4
1934,F,Eddie,312,2.8829e-4
1934,F,James,262,2.4209e-4
1934,F,Meredith,127,1.1735e-4
1934,F,Fae,34,3.142e-5
1934,F,Amber,28,2.587e-5
1934,F,Luna,15,1.386e-5
1934,F,Chris,14,1.294e-5
1934,F,Alex,11,1.016e-5
1934,M,James,54243,0.05108888
1934,M,Eddie,2167,0.00204099
1934,M,Alex,623,5.8677e-4
1934,M,Elijah,208,1.9591e-4
1934,M,Chris,180,1.6953e-4
1934,M,Colin,64,6.028e-5
1934,M,Meredith,55,5.18e-5
1934,M,Brendan,33,3.108e-5
1934,M,Grayson,20,1.884e-5
1934,M,Ella,18,1.695e-5
1934,M,Tyler,15,1.413e-5
1934,M,Eleanor,13,1.224e-5
1934,M,Nicola,12,1.13e-5
1934,M,Anne,7,6.59e-6
1935,F,Eleanor,4166,0.0038336
1935,F,Anne,2895,0.00266401
1935,F,Ella,1900,0.0017484
1935,F,Emily,1094,0.00100671
1935,F,Eddie,299,2.7514e-4
1935,F,James,238,2.1901e-4
1935,F,Meredith,129,1.1871e-4
1935,F,Fae,32,2.945e-5
1935,F,Amber,20,1.84e-5
1935,F,Chris,19,1.748e-5
1935,F,Luna,19,1.748e-5
1935,F,Alex,8,7.36e-6
1935,M,James,55000,0.05143133
1935,M,Eddie,2280,0.00213206
1935,M,Alex,580,5.4237e-4
1935,M,Elijah,211,1.9731e-4
1935,M,Chris,181,1.6926e-4
1935,M,Meredith,64,5.985e-5
1935,M,Colin,54,5.05e-5
1935,M,Brendan,34,3.179e-5
1935,M,Tyler,26,2.431e-5
1935,M,Eleanor,21,1.9640000000000002e-05
1935,M,Ella,21,1.9640000000000002e-05
1935,M,Grayson,11,1.029e-5
1935,M,Anne,9,8.42e-6
1935,M,Nicola,9,8.42e-6
1936,F,Eleanor,4340,0.00402788
1936,F,Anne,2755,0.00255687
1936,F,Ella,1838,0.00170581
1936,F,Emily,1123,0.00104224
1936,F,Eddie,275,2.5522e-4
1936,F,James,229,2.1253e-4
1936,F,Meredith,165,1.5313e-4
1936,F,Fae,28,2.599e-5
1936,F,Amber,22,2.042e-5
1936,F,Chris,20,1.856e-5
1936,F,Luna,12,1.114e-5
1936,M,James,54684,0.05138653
1936,M,Eddie,2349,0.00220735
1936,M,Alex,563,5.2905e-4
1936,M,Elijah,220,2.0673e-4
1936,M,Chris,190,1.7854e-4
1936,M,Meredith,69,6.484e-5
1936,M,Colin,46,4.323e-5
1936,M,Brendan,40,3.759e-5
1936,M,Grayson,25,2.349e-5
1936,M,Eleanor,22,2.067e-5
1936,M,Ella,13,1.222e-5
1936,M,Tyler,12,1.128e-5
1936,M,Anne,8,7.52e-6
1936,M,Emily,7,6.58e-6
1936,M,Nicola,7,6.58e-6
1937,F,Eleanor,4276,0.00388106
1937,F,Anne,2723,0.0024715
1937,F,Ella,1747,0.00158564
1937,F,Emily,1293,0.00117357
1937,F,Eddie,280,2.5414e-4
1937,F,James,251,2.2782e-4
1937,F,Meredith,152,1.3796e-4
1937,F,Fae,32,2.904e-5
1937,F,Chris,26,2.36e-5
1937,F,Luna,16,1.452e-5
1937,F,Amber,12,1.089e-5
1937,F,Elijah,6,5.45e-6
1937,F,Alex,5,4.54e-6
1937,F,Nicola,5,4.54e-6
1937,M,James,56549,0.05171457
1937,M,Eddie,2349,0.00214818
1937,M,Alex,565,5.167e-4
1937,M,Elijah,211,1.9296e-4
1937,M,Chris,197,1.8016e-4
1937,M,Meredith,53,4.847e-5
1937,M,Colin,52,4.755e-5
1937,M,Brendan,36,3.292e-5
1937,M,Grayson,22,2.012e-5
1937,M,Tyler,19,1.738e-5
1937,M,Eleanor,16,1.463e-5
1937,M,Ella,16,1.463e-5
1937,M,Anne,14,1.28e-5
1937,M,Emily,5,4.57e-6
1938,F,Eleanor,4049,0.00354753
1938,F,Anne,2886,0.00252856
1938,F,Ella,1728,0.00151398
1938,F,Emily,1308,0.001146
1938,F,Eddie,277,2.4269e-4
1938,F,James,275,2.4094e-4
1938,F,Meredith,194,1.6997e-4
1938,F,Chris,26,2.278e-5
1938,F,Amber,21,1.84e-5
1938,F,Fae,21,1.84e-5
1938,F,Luna,12,1.051e-5
1938,F,Alex,5,4.38e-6
1938,F,Nicola,5,4.38e-6
1938,M,James,59096,0.0520073
1938,M,Eddie,2614,0.00230044
1938,M,Alex,603,5.3067e-4
1938,M,Chris,228,2.0065e-4
1938,M,Elijah,195,1.7161e-4
1938,M,Meredith,77,6.776e-5
1938,M,Colin,55,4.84e-5
1938,M,Brendan,33,2.904e-5
1938,M,Tyler,33,2.904e-5
1938,M,Grayson,25,2.2e-5
1938,M,Eleanor,21,1.848e-5
1938,M,Anne,9,7.92e-6
1938,M,Ella,9,7.92e-6
1938,M,Emily,7,6.16e-6
1938,M,Nicola,7,6.16e-6
1939,F,Eleanor,3810,0.00335966
1939,F,Anne,2768,0.00244082
1939,F,Ella,1829,0.00161281
1939,F,Emily,1292,0.00113929
1939,F,James,268,2.3632e-4
1939,F,Eddie,259,2.2839e-4
1939,F,Meredith,194,1.7107e-4
1939,F,Chris,30,2.645e-5
1939,F,Amber,19,1.675e-5
1939,F,Fae,18,1.587e-5
1939,F,Luna,12,1.058e-5
1939,F,Nicola,6,5.29e-6
1939,F,Alex,5,4.41e-6
1939,M,James,59628,0.0526209
1939,M,Eddie,2509,0.00221416
1939,M,Alex,596,5.2596e-4
1939,M,Chris,246,2.1709e-4
1939,M,Elijah,237,2.0915e-4
1939,M,Colin,55,4.854e-5
1939,M,Meredith,53,4.677e-5
1939,M,Tyler,40,3.53e-5
1939,M,Brendan,32,2.824e-5
1939,M,Grayson,18,1.588e-5
1939,M,Eleanor,17,1.5e-5
1939,M,Anne,15,1.324e-5
1939,M,Ella,13,1.147e-5
1939,M,Emily,8,7.06e-6
1939,M,Nicola,8,7.06e-6
1940,F,Eleanor,3583,0.00303323
1940,F,Anne,2897,0.00245249
1940,F,Ella,1670,0.00141376
1940,F,Emily,1269,0.00107429
1940,F,Eddie,289,2.4466e-4
1940,F,James,259,2.1926e-4
1940,F,Meredith,172,1.4561e-4
1940,F,Chris,32,2.709e-5
1940,F,Fae,22,1.862e-5
1940,F,Amber,20,1.693e-5
1940,F,Nicola,9,7.62e-6
1940,F,Luna,8,6.77e-6
1940,F,Alex,6,5.08e-6
1940,M,James,62471,0.05267272
1940,M,Eddie,2578,0.00217365
1940,M,Alex,619,5.2191e-4
1940,M,Chris,317,2.6728e-4
1940,M,Elijah,201,1.6947e-4
1940,M,Meredith,82,6.914e-5
1940,M,Colin,58,4.89e-5
1940,M,Tyler,35,2.951e-5
1940,M,Brendan,32,2.698e-5
1940,M,Eleanor,22,1.855e-5
1940,M,Grayson,17,1.433e-5
1940,M,Anne,14,1.18e-5
1940,M,Nicola,12,1.012e-5
1940,M,Ella,11,9.27e-6
1940,M,Emily,5,4.22e-6
1941,F,Eleanor,3249,0.00260784
1941,F,Anne,3096,0.00248504
1941,F,Ella,1697,0.00136211
1941,F,Emily,1368,0.00109804
1941,F,Eddie,269,2.1592e-4
1941,F,James,255,2.0468e-4
1941,F,Meredith,231,1.8541e-4
1941,F,Chris,44,3.532e-5
1941,F,Fae,24,1.926e-5
1941,F,Amber,20,1.605e-5
1941,F,Nicola,15,1.204e-5
1941,F,Luna,13,1.043e-5
1941,M,James,66731,0.05318677
1941,M,Eddie,2849,0.00227075
1941,M,Alex,641,5.109e-4
1941,M,Chris,321,2.5585e-4
1941,M,Elijah,238,1.8969e-4
1941,M,Meredith,104,8.289e-5
1941,M,Colin,75,5.978e-5
1941,M,Brendan,43,3.427e-5
1941,M,Tyler,41,3.268e-5
1941,M,Grayson,33,2.63e-5
1941,M,Ella,19,1.514e-5
1941,M,Eleanor,17,1.355e-5
1941,M,Anne,12,9.56e-6
1941,M,Emily,9,7.17e-6
1941,M,Nicola,9,7.17e-6
1942,F,Anne,3524,0.00253453
1942,F,Eleanor,3165,0.00227633
1942,F,Ella,1659,0.00119319
1942,F,Emily,1419,0.00102057
1942,F,Eddie,282,2.0282e-4
1942,F,James,282,2.0282e-4
1942,F,Meredith,272,1.9563e-4
1942,F,Chris,70,5.035e-5
1942,F,Fae,28,2.014e-5
1942,F,Amber,19,1.367e-5
1942,F,Luna,17,1.223e-5
1942,F,Nicola,11,7.91e-6
1942,F,Alex,6,4.32e-6
1942,M,James,77173,0.05480764
1942,M,Eddie,3018,0.00214336
1942,M,Alex,680,4.8293e-4
1942,M,Chris,382,2.7129e-4
1942,M,Colin,348,2.4715e-4
1942,M,Elijah,245,1.74e-4
1942,M,Meredith,97,6.889e-5
1942,M,Brendan,37,2.628e-5
1942,M,Tyler,34,2.415e-5
1942,M,Grayson,26,1.846e-5
1942,M,Ella,21,1.491e-5
1942,M,Eleanor,11,7.81e-6
1942,M,Nicola,9,6.39e-6
1942,M,Anne,7,4.97e-6
1942,M,Emily,7,4.97e-6
1943,F,Anne,3534,0.00246225
1943,F,Eleanor,2729,0.00190138
1943,F,Ella,1663,0.00115866
1943,F,Emily,1336,9.3083e-4
1943,F,Meredith,327,2.2783e-4
1943,F,Eddie,323,2.2504e-4
1943,F,James,271,1.8881e-4
1943,F,Chris,102,7.107e-5
1943,F,Fae,23,1.602e-5
1943,F,Amber,22,1.533e-5
1943,F,Nicola,17,1.184e-5
1943,F,Luna,10,6.97e-6
1943,F,Alex,7,4.88e-6
1943,M,James,80258,0.05518627
1943,M,Eddie,3277,0.0022533
1943,M,Alex,659,4.5314e-4
1943,M,Chris,447,3.0736e-4
1943,M,Colin,321,2.2072e-4
1943,M,Elijah,220,1.5127e-4
1943,M,Meredith,81,5.57e-5
1943,M,Brendan,55,3.782e-5
1943,M,Tyler,39,2.682e-5
1943,M,Grayson,25,1.719e-5
1943,M,Ella,10,6.88e-6
1943,M,Anne,9,6.19e-6
1943,M,Eleanor,9,6.19e-6
1944,F,Anne,3211,0.00234988
1944,F,Eleanor,2190,0.00160269
1944,F,Ella,1572,0.00115042
1944,F,Emily,1251,9.1551e-4
1944,F,Meredith,328,2.4004e-4
1944,F,Eddie,273,1.9979e-4
1944,F,James,237,1.7344e-4
1944,F,Chris,106,7.757e-5
1944,F,Amber,25,1.83e-5
1944,F,Nicola,17,1.244e-5
1944,F,Fae,16,1.171e-5
1944,F,Luna,12,8.78e-6
1944,F,Alex,7,5.12e-6
1944,M,James,76947,0.05539868
1944,M,Eddie,3315,0.00238666
1944,M,Alex,620,4.4637e-4
1944,M,Chris,529,3.8086e-4
1944,M,Colin,237,1.7063e-4
1944,M,Elijah,228,1.6415e-4
1944,M,Meredith,64,4.608e-5
1944,M,Tyler,43,3.096e-5
1944,M,Brendan,39,2.808e-5
1944,M,Grayson,27,1.944e-5
1944,M,Eleanor,11,7.92e-6
1944,M,Anne,10,7.2e-6
1944,M,Nicola,6,4.32e-6
1944,M,Ella,5,3.6e-6
1945,F,Anne,3408,0.00253183
1945,F,Eleanor,1876,0.00139369
1945,F,Ella,1472,0.00109356
1945,F,Emily,1134,8.4246e-4
1945,F,Meredith,309,2.2956e-4
1945,F,James,246,1.8276e-4
1945,F,Eddie,243,1.8053e-4
1945,F,Chris,129,9.583e-5
1945,F,Amber,65,4.829e-5
1945,F,Nicola,38,2.823e-5
1945,F,Fae,10,7.43e-6
1945,F,Luna,8,5.94e-6
1945,M,James,74450,0.05429214
1945,M,Eddie,3222,0.00234962
1945,M,Alex,639,4.6599e-4
1945,M,Chris,551,4.0181e-4
1945,M,Elijah,236,1.721e-4
1945,M,Colin,125,9.116e-5
1945,M,Meredith,59,4.303e-5
1945,M,Brendan,48,3.5e-5
1945,M,Tyler,42,3.063e-5
1945,M,Grayson,15,1.094e-5
1945,M,Ella,8,5.83e-6
1945,M,Emily,7,5.1e-6
1945,M,Nicola,7,5.1e-6
1945,M,Anne,5,3.65e-6
1946,F,Anne,4116,0.00255201
1946,F,Eleanor,1933,0.0011985
1946,F,Ella,1499,9.2941e-4
1946,F,Emily,1379,8.5501e-4
1946,F,Meredith,332,2.0585e-4
1946,F,James,250,1.5501e-4
1946,F,Eddie,236,1.4633e-4
1946,F,Chris,202,1.2524e-4
1946,F,Amber,98,6.076e-5
1946,F,Nicola,46,2.852e-5
1946,F,Fae,15,9.3e-6
1946,F,Luna,6,3.72e-6
1946,M,James,87431,0.05298142
1946,M,Eddie,3747,0.00227061
1946,M,Chris,827,5.0115e-4
1946,M,Alex,706,4.2782e-4
1946,M,Elijah,222,1.3453e-4
1946,M,Colin,148,8.969e-5
1946,M,Meredith,83,5.03e-5
1946,M,Tyler,52,3.151e-5
1946,M,Brendan,49,2.969e-5
1946,M,Grayson,19,1.151e-5
1946,M,Nicola,12,7.27e-6
1946,M,Ella,9,5.45e-6
1946,M,Eleanor,6,3.64e-6
1946,M,Emily,5,3.03e-6
1947,F,Anne,4186,0.00230275
1947,F,Eleanor,1852,0.0010188
1947,F,Ella,1636,8.9998e-4
1947,F,Emily,1468,8.0756e-4
1947,F,Meredith,346,1.9034e-4
1947,F,Chris,322,1.7713e-4
1947,F,Eddie,258,1.4193e-4
1947,F,James,257,1.4138e-4
1947,F,Amber,87,4.786e-5
1947,F,Nicola,35,1.925e-5
1947,F,Fae,22,1.21e-5
1947,F,Alex,11,6.05e-6
1947,M,James,94756,0.05101589
1947,M,Eddie,4456,0.00239908
1947,M,Chris,1117,6.0138e-4
1947,M,Alex,795,4.2802e-4
1947,M,Elijah,296,1.5936e-4
1947,M,Colin,176,9.476e-5
1947,M,Meredith,93,5.007e-5
1947,M,Tyler,67,3.607e-5
1947,M,Brendan,40,2.154e-5
1947,M,Grayson,24,1.292e-5
1947,M,Nicola,8,4.31e-6
1947,M,Ella,6,3.23e-6
1948,F,Anne,4122,0.00236546
1948,F,Eleanor,1664,9.5491e-4
1948,F,Ella,1553,8.9121e-4
1948,F,Emily,1391,7.9824e-4
1948,F,Chris,329,1.888e-4
1948,F,Meredith,294,1.6872e-4
1948,F,Eddie,257,1.4748e-4
1948,F,James,251,1.4404e-4
1948,F,Amber,88,5.05e-5
1948,F,Nicola,50,2.869e-5
1948,F,Fae,18,1.033e-5
1948,F,Alex,10,5.74e-6
1948,F,Luna,9,5.16e-6
1948,F,Elijah,5,2.87e-6
1948,M,James,88588,0.04969695
1948,M,Eddie,4236,0.00237635
1948,M,Chris,1287,7.2199e-4
